N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.171988975E+00 1.172095205E+00 1.172249839E+00 1.172474084E+00 1.172797481E+00 1.173260153E+00 1.173914523E+00 1.174825069E+00 1.176063530E+00 1.177696473E+00 1.179763113E+00 1.182247928E+00 1.185063697E+00 1.188067614E+00 1.191116482E+00 1.194127821E+00 1.197098593E+00 1.200067602E+00 1.203076007E+00
1.600000000E+01 1.217514702E+00 1.217678257E+00 1.217850516E+00 1.218123810E+00 1.218466406E+00 1.218966812E+00 1.219630247E+00 1.220565045E+00 1.221767741E+00 1.223342329E+00 1.225300892E+00 1.227635785E+00 1.230298883E+00 1.233252531E+00 1.236444416E+00 1.239835915E+00 1.243433365E+00 1.247244590E+00 1.251291868E+00
1.700000000E+01 1.231839106E+00 1.233322455E+00 1.235277477E+00 1.237758324E+00 1.240765988E+00 1.244247985E+00 1.248033207E+00 1.251979338E+00 1.255933329E+00 1.259836435E+00 1.263646526E+00 1.267427104E+00 1.271203152E+00 1.275052866E+00 1.279029139E+00 1.283218607E+00 1.287686938E+00 1.292351149E+00 1.297298498E+00
1.549996187E+01 1.203982388E+00 1.204029722E+00 1.204098788E+00 1.204199294E+00 1.204345016E+00 1.204555122E+00 1.204855753E+00 1.205281262E+00 1.205874756E+00 1.206686637E+00 1.207770224E+00 1.209173927E+00 1.210931631E+00 1.213054741E+00 1.215530303E+00 1.218327111E+00 1.221407591E+00 1.224740630E+00 1.228309812E+00
1.649996187E+01 1.218634331E+00 1.219049589E+00 1.219636319E+00 1.220452166E+00 1.221562214E+00 1.223030047E+00 1.224902626E+00 1.227192392E+00 1.229865553E+00 1.232846649E+00 1.236042026E+00 1.239370760E+00 1.242787098E+00 1.246285616E+00 1.249892231E+00 1.253649281E+00 1.257602011E+00 1.261776541E+00 1.266264753E+00
1.674996808E+01 1.222096778E+00 1.222907552E+00 1.224082782E+00 1.225572901E+00 1.227497934E+00 1.229885292E+00 1.232721015E+00 1.235914677E+00 1.239345799E+00 1.242910937E+00 1.246468123E+00 1.250072307E+00 1.253693148E+00 1.257373626E+00 1.261168484E+00 1.265132011E+00 1.269338427E+00 1.273822031E+00 1.278541492E+00
1.624993176E+01 1.218982084E+00 1.219199162E+00 1.219510885E+00 1.219954313E+00 1.220576706E+00 1.221434468E+00 1.222588141E+00 1.224092380E+00 1.225981309E+00 1.228255154E+00 1.230876004E+00 1.233779290E+00 1.236896503E+00 1.240177566E+00 1.243602596E+00 1.247180767E+00 1.250940294E+00 1.254915794E+00 1.259138130E+00
1.574996808E+01 1.211660013E+00 1.211735774E+00 1.211857275E+00 1.212007828E+00 1.212216118E+00 1.212511595E+00 1.212928206E+00 1.213509357E+00 1.214324325E+00 1.215390578E+00 1.216809628E+00 1.218607805E+00 1.220763375E+00 1.223297135E+00 1.226153560E+00 1.229291419E+00 1.232678802E+00 1.236301178E+00 1.240160847E+00
1.524993176E+01 1.195972901E+00 1.196020122E+00 1.196088958E+00 1.196188988E+00 1.196333725E+00 1.196541796E+00 1.196838239E+00 1.197255341E+00 1.197832373E+00 1.198614954E+00 1.199643084E+00 1.200946731E+00 1.202558982E+00 1.204477155E+00 1.206708441E+00 1.209225361E+00 1.212003065E+00 1.215014158E+00 1.218236072E+00
