N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.011699822E+00 1.011702727E+00 1.011707088E+00 1.011713697E+00 1.011723834E+00 1.011739627E+00 1.011764693E+00 1.011805290E+00 1.011872342E+00 1.011984781E+00 1.012174571E+00 1.016040892E+00 1.038689836E+00 1.061882101E+00 1.083030663E+00 1.100216608E+00 1.112999249E+00 1.122157348E+00 1.128822239E+00
1.600000000E+01 1.219931188E+00 1.220079826E+00 1.220295386E+00 1.220606235E+00 1.221051048E+00 1.221680503E+00 1.222557436E+00 1.223753510E+00 1.225339460E+00 1.227368061E+00 1.229852097E+00 1.232747293E+00 1.235953143E+00 1.239338407E+00 1.242781298E+00 1.246203126E+00 1.249579983E+00 1.252933140E+00 1.256309425E+00
1.700000000E+01 1.224105575E+00 1.226092557E+00 1.228762053E+00 1.232229714E+00 1.236546843E+00 1.241654752E+00 1.247364384E+00 1.253386190E+00 1.259407866E+00 1.265179960E+00 1.270563393E+00 1.275525135E+00 1.280104126E+00 1.284375428E+00 1.288406356E+00 1.292435260E+00 1.296427900E+00 1.300323568E+00 1.304465755E+00
1.549996187E+01 1.195951359E+00 1.196070470E+00 1.196243421E+00 1.196493380E+00 1.196852056E+00 1.197361614E+00 1.198075292E+00 1.199055436E+00 1.200366142E+00 1.202059271E+00 1.204154889E+00 1.206624545E+00 1.209390550E+00 1.212347412E+00 1.215393807E+00 1.218453660E+00 1.221480647E+00 1.224457692E+00 1.227391667E+00
1.649996187E+01 1.219271036E+00 1.219804485E+00 1.220562573E+00 1.221624914E+00 1.223085091E+00 1.225040015E+00 1.227568883E+00 1.230702455E+00 1.234393284E+00 1.238505733E+00 1.242842264E+00 1.247200036E+00 1.251428175E+00 1.255456051E+00 1.259286480E+00 1.262969212E+00 1.266574410E+00 1.270175383E+00 1.273877339E+00
1.674996808E+01 1.219157077E+00 1.220213727E+00 1.221682279E+00 1.223677684E+00 1.226308612E+00 1.229645771E+00 1.233682725E+00 1.238307338E+00 1.243308584E+00 1.248428032E+00 1.253434590E+00 1.258180915E+00 1.262616993E+00 1.266767452E+00 1.270698066E+00 1.274489617E+00 1.278249980E+00 1.282107524E+00 1.285932345E+00
1.624993176E+01 1.221120616E+00 1.221396349E+00 1.221793313E+00 1.222359957E+00 1.223158922E+00 1.224266449E+00 1.225766413E+00 1.227736356E+00 1.230224393E+00 1.233222599E+00 1.236650400E+00 1.240364108E+00 1.244196002E+00 1.248004693E+00 1.251709666E+00 1.255296293E+00 1.258798425E+00 1.262274453E+00 1.265788646E+00
1.574996808E+01 1.212966375E+00 1.213062848E+00 1.213203124E+00 1.213406229E+00 1.213698503E+00 1.214115416E+00 1.214697337E+00 1.215511503E+00 1.216597900E+00 1.218049571E+00 1.219892439E+00 1.222135401E+00 1.224742026E+00 1.227632916E+00 1.230704813E+00 1.233860335E+00 1.237034288E+00 1.240205211E+00 1.243389917E+00
1.524993176E+01 1.136793197E+00 1.137124784E+00 1.137606556E+00 1.138303231E+00 1.139303806E+00 1.140726610E+00 1.142721161E+00 1.145460775E+00 1.149117456E+00 1.153809234E+00 1.159519734E+00 1.166017430E+00 1.172840409E+00 1.179413449E+00 1.185273557E+00 1.190234591E+00 1.194379842E+00 1.197909929E+00 1.201012699E+00
