N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.778E+15 335 1.500E-4 1.101591663E+00 1.103934055E+00
1.468000E+10 1.778E+15 335 1.500E-4 1.102440236E+00 1.104048848E+00
2.154000E+10 1.778E+15 335 1.500E-4 1.103101285E+00 1.104203652E+00
3.162000E+10 1.778E+15 335 1.500E-4 1.103673221E+00 1.104426937E+00
4.642000E+10 1.778E+15 335 1.500E-4 1.104268563E+00 1.104783918E+00
6.813000E+10 1.778E+15 335 1.500E-4 1.104933893E+00 1.105285992E+00
1.000000E+11 1.778E+15 335 1.500E-4 1.106074152E+00 1.106327537E+00
1.468000E+11 1.778E+15 335 1.500E-4 1.108099763E+00 1.108272293E+00
2.154000E+11 1.778E+15 335 1.500E-4 1.110990990E+00 1.111111310E+00
3.162000E+11 1.778E+15 335 1.500E-4 1.113356293E+00 1.113436864E+00
4.642000E+11 1.778E+15 335 1.500E-4 1.116342791E+00 1.116395910E+00
6.813000E+11 1.778E+15 335 1.500E-4 1.120511652E+00 1.120551002E+00
1.000000E+12 1.778E+15 335 1.500E-4 1.126242998E+00 1.126270438E+00
1.468000E+12 1.778E+15 335 1.500E-4 1.126935678E+00 1.126954129E+00
2.154000E+12 1.778E+15 335 1.500E-4 1.132065945E+00 1.132081169E+00
3.162000E+12 1.778E+15 335 1.500E-4 1.143536456E+00 1.143549759E+00
4.642000E+12 1.778E+15 335 1.500E-4 1.150820138E+00 1.150827619E+00
6.813000E+12 1.778E+15 335 1.500E-4 1.154527197E+00 1.154538386E+00
1.000000E+13 1.778E+15 335 1.500E-4 1.165534090E+00 1.165553738E+00
