fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 48706 320.03 36.228 1.029113753E+00 7.245428716E+00 1.966815241E-09 3.766807722E+04 1.384242115E-04 3.162787092E-01 1.384356607E-04 6.782847255E-01 2.969818941E-05 2.494084908E-01 1.190744923E-04 9.524132400E-01 
00L1 48706 320.03 36.228 1.029113753E+00 7.245428716E+00 1.966815241E-09 3.766807722E+04 1.384242115E-04 3.162787092E-01 1.384356607E-04 6.782847255E-01 2.969818941E-05 2.494084908E-01 1.190744923E-04 9.524132400E-01 
00L2 48846 319.74 36.261 1.025356866E+00 6.890081020E+00 1.753634838E-09 1.678830111E+04 1.420264408E-04 3.165211282E-01 1.420350419E-04 6.400778716E-01 2.877603957E-05 2.484522076E-01 1.158212272E-04 6.295440202E-02 
00L2 48846 319.74 36.261 1.025356866E+00 6.890081020E+00 1.753634838E-09 1.678830111E+04 1.420264408E-04 3.165211282E-01 1.420350419E-04 6.400778716E-01 2.877603957E-05 2.484522076E-01 1.158212272E-04 6.295440202E-02 
00L3 48944 319.79 36.256 1.070644442E+00 6.391999760E+00 3.226764502E-09 5.549386185E+04 1.398652153E-04 3.149618455E-01 1.398810215E-04 6.818762178E-01 3.004154646E-05 2.472463096E-01 1.215045293E-04 1.299428356E-02 
00L3 48944 319.79 36.256 1.070644442E+00 6.391999760E+00 3.226764502E-09 5.549386185E+04 1.398652153E-04 3.149618455E-01 1.398810215E-04 6.818762178E-01 3.004154646E-05 2.472463096E-01 1.215045293E-04 1.299428356E-02 
00L4 49044 319.85 36.249 1.099125093E+00 6.234299222E+00 4.475388079E-09 1.614332882E+05 1.403269352E-04 3.143752716E-01 1.403468974E-04 6.909226180E-01 3.048460724E-05 2.462178035E-01 1.238115474E-04 2.728764505E-02 
00L4 49044 319.85 36.249 1.099125093E+00 6.234299222E+00 4.475388079E-09 1.614332882E+05 1.403269352E-04 3.143752716E-01 1.403468974E-04 6.909226180E-01 3.048460724E-05 2.462178035E-01 1.238115474E-04 2.728764505E-02 
00L5 49140 319.92 36.241 1.083871007E+00 6.261297933E+00 3.765221571E-09 1.043829255E+05 1.416864291E-04 3.153344242E-01 1.417041407E-04 6.900688016E-01 3.083516793E-05 2.474479348E-01 1.246127512E-04 1.935012414E-02 
00L5 49140 319.92 36.241 1.083871007E+00 6.261297933E+00 3.765221571E-09 1.043829255E+05 1.416864291E-04 3.153344242E-01 1.417041407E-04 6.900688016E-01 3.083516793E-05 2.474479348E-01 1.246127512E-04 1.935012414E-02 
00L6 49242 319.94 36.239 1.085279557E+00 6.345526431E+00 3.846441165E-09 1.122257035E+05 1.428465087E-04 3.154360797E-01 1.428649191E-04 6.907068513E-01 3.112653158E-05 2.475062504E-01 1.257605880E-04 1.860949729E-02 
00L6 49242 319.94 36.239 1.085279557E+00 6.345526431E+00 3.846441165E-09 1.122257035E+05 1.428465087E-04 3.154360797E-01 1.428649191E-04 6.907068513E-01 3.112653158E-05 2.475062504E-01 1.257605880E-04 1.860949729E-02 
00L7 49344 319.94 36.239 1.090763937E+00 6.399228972E+00 3.992752652E-09 7.409872195E+04 1.446157131E-04 3.159861952E-01 1.446342640E-04 6.848611188E-01 3.129981788E-05 2.476487820E-01 1.263879338E-04 6.523525606E-01 
00L7 49344 319.94 36.239 1.090763937E+00 6.399228972E+00 3.992752652E-09 7.409872195E+04 1.446157131E-04 3.159861952E-01 1.446342640E-04 6.848611188E-01 3.129981788E-05 2.476487820E-01 1.263879338E-04 6.523525606E-01 
00L8 49446 319.96 36.236 1.118455686E+00 5.910104188E+00 5.462888320E-09 2.444942072E+06 1.445119390E-04 3.151356855E-01 1.445347224E-04 6.949034987E-01 3.165149849E-05 2.464880982E-01 1.284098450E-04 5.347226018E-02 
00L8 49446 319.96 36.236 1.118455686E+00 5.910104188E+00 5.462888320E-09 2.444942072E+06 1.445119390E-04 3.151356855E-01 1.445347224E-04 6.949034987E-01 3.165149849E-05 2.464880982E-01 1.284098450E-04 5.347226018E-02 
00L9 49542 319.96 36.236 1.111379435E+00 5.958311563E+00 5.020004739E-09 3.049043337E+05 1.457637489E-04 3.158296149E-01 1.457851974E-04 6.932332042E-01 3.191873243E-05 2.472305687E-01 1.291051207E-04 2.005454347E+00 
00L9 49542 319.96 36.236 1.111379435E+00 5.958311563E+00 5.020004739E-09 3.049043337E+05 1.457637489E-04 3.158296149E-01 1.457851974E-04 6.932332042E-01 3.191873243E-05 2.472305687E-01 1.291051207E-04 2.005454347E+00 
0L10 49642 319.95 36.238 1.078255171E+00 6.067078887E+00 3.363403068E-09 3.615592793E+04 1.485265226E-04 3.173315068E-01 1.485450368E-04 6.719794715E-01 3.167578200E-05 2.487903428E-01 1.273191782E-04 1.770248992E-02 
0L10 49642 319.95 36.238 1.078255171E+00 6.067078887E+00 3.363403068E-09 3.615592793E+04 1.485265226E-04 3.173315068E-01 1.485450368E-04 6.719794715E-01 3.167578200E-05 2.487903428E-01 1.273191782E-04 1.770248992E-02 
0L11 49744 319.97 36.235 1.099816633E+00 5.999259720E+00 4.371634582E-09 1.484058401E+05 1.477778204E-04 3.169678103E-01 1.478005199E-04 6.919346876E-01 3.241576120E-05 2.485023055E-01 1.304445089E-04 1.852234363E+00 
0L11 49744 319.97 36.235 1.099816633E+00 5.999259720E+00 4.371634582E-09 1.484058401E+05 1.477778204E-04 3.169678103E-01 1.478005199E-04 6.919346876E-01 3.241576120E-05 2.485023055E-01 1.304445089E-04 1.852234363E+00 
0L12 49844 319.96 36.236 1.069136062E+00 5.935536084E+00 2.949360997E-09 2.782162807E+04 1.507794491E-04 3.184435285E-01 1.507941978E-04 6.650669467E-01 3.193613997E-05 2.498005423E-01 1.278465598E-04 4.769589357E-02 
0L12 49844 319.96 36.236 1.069136062E+00 5.935536084E+00 2.949360997E-09 2.782162807E+04 1.507794491E-04 3.184435285E-01 1.507941978E-04 6.650669467E-01 3.193613997E-05 2.498005423E-01 1.278465598E-04 4.769589357E-02 
0L13 49940 319.96 36.236 1.096675471E+00 6.055799804E+00 4.204513863E-09 1.914905740E+05 1.490124230E-04 3.176053532E-01 1.490322273E-04 6.945836515E-01 3.287702887E-05 2.492159169E-01 1.319218663E-04 1.256800640E-01 
0L13 49940 319.96 36.236 1.096675471E+00 6.055799804E+00 4.204513863E-09 1.914905740E+05 1.490124230E-04 3.176053532E-01 1.490322273E-04 6.945836515E-01 3.287702887E-05 2.492159169E-01 1.319218663E-04 1.256800640E-01 
0L14 50040 319.97 36.235 1.088111805E+00 6.170475422E+00 3.773037481E-09 1.001846212E+05 1.501359557E-04 3.183354771E-01 1.501594807E-04 6.910449427E-01 3.303270145E-05 2.499799112E-01 1.321414240E-04 1.135576941E-01 
0L14 50040 319.97 36.235 1.088111805E+00 6.170475422E+00 3.773037481E-09 1.001846212E+05 1.501359557E-04 3.183354771E-01 1.501594807E-04 6.910449427E-01 3.303270145E-05 2.499799112E-01 1.321414240E-04 1.135576941E-01 
0L15 50142 319.97 36.235 1.100905460E+00 5.846585327E+00 4.312456684E-09 7.535612736E+04 1.511058396E-04 3.179495050E-01 1.511257867E-04 6.852247409E-01 3.292530169E-05 2.491342779E-01 1.321588581E-04 3.391282711E-02 
0L15 50142 319.97 36.235 1.100905460E+00 5.846585327E+00 4.312456684E-09 7.535612736E+04 1.511058396E-04 3.179495050E-01 1.511257867E-04 6.852247409E-01 3.292530169E-05 2.491342779E-01 1.321588581E-04 3.391282711E-02 
0L16 50244 319.96 36.236 1.100911392E+00 5.838057424E+00 4.287688810E-09 6.697110134E+04 1.523313510E-04 3.182643633E-01 1.523511734E-04 6.836649696E-01 3.314951232E-05 2.493581119E-01 1.329393781E-04 3.335962621E-02 
0L16 50244 319.96 36.236 1.100911392E+00 5.838057424E+00 4.287688810E-09 6.697110134E+04 1.523313510E-04 3.182643633E-01 1.523511734E-04 6.836649696E-01 3.314951232E-05 2.493581119E-01 1.329393781E-04 3.335962621E-02 
0L17 50338 319.97 36.235 1.098939203E+00 5.719766490E+00 4.202947804E-09 8.450452468E+04 1.530861347E-04 3.186520091E-01 1.531059825E-04 6.877184298E-01 3.355208278E-05 2.498835191E-01 1.342708911E-04 2.244439081E-02 
