f G/w
1.0000000E+6 9.4534229E-6
8.9779585E+5 9.6388152E-6
8.0603739E+5 9.8437680E-6
7.2365703E+5 1.0012174E-5
6.4969628E+5 1.0193104E-5
5.8329463E+5 1.0410951E-5
5.2367949E+5 1.0676390E-5
4.7015728E+5 1.0950888E-5
4.2210526E+5 1.1275971E-5
3.7896435E+5 1.1645360E-5
3.4023262E+5 1.2004916E-5
3.0545943E+5 1.2458786E-5
2.7424021E+5 1.2946274E-5
2.4621173E+5 1.3505309E-5
2.2104787E+5 1.4135296E-5
1.9845586E+5 1.4819918E-5
1.7817285E+5 1.5573950E-5
1.5996284E+5 1.6388341E-5
1.4361398E+5 1.7292902E-5
1.2893603E+5 1.8312047E-5
1.1575824E+5 1.9367673E-5
1.0392726E+5 2.0520855E-5
9.3305466E+4 2.1740279E-5
8.3769261E+4 2.3000584E-5
7.5207695E+4 2.4347401E-5
6.7521156E+4 2.5776319E-5
6.0620214E+4 2.7214291E-5
5.4424577E+4 2.8692208E-5
4.8862159E+4 3.0123701E-5
4.3868244E+4 3.1591911E-5
3.9384728E+4 3.3021805E-5
3.5359445E+4 3.4387228E-5
3.1745563E+4 3.5777596E-5
2.8501035E+4 3.6897811E-5
2.5588111E+4 3.8162973E-5
2.2972900E+4 3.9333148E-5
2.0624974E+4 4.0470128E-5
1.8517016E+4 4.1728009E-5
1.6624501E+4 4.3090492E-5
1.4925408E+4 4.4577829E-5
1.3399969E+4 4.6469191E-5
1.2030437E+4 4.8352603E-5
1.0800876E+4 5.0684750E-5
9.6969820E+3 5.3488636E-5
8.7059100E+3 5.6541116E-5
7.8161300E+3 6.0141969E-5
7.0172890E+3 6.4177510E-5
6.3000930E+3 6.9193485E-5
5.6561970E+3 7.4272610E-5
5.0781110E+3 8.0277689E-5
4.5591070E+3 8.7358944E-5
4.0931470E+3 9.5337501E-5
3.6748100E+3 1.0390164E-4
3.2992300E+3 1.1387185E-4
2.9620350E+3 1.2515689E-4
2.6593020E+3 1.3808369E-4
2.3875110E+3 1.5240115E-4
2.1434970E+3 1.6779039E-4
1.9244230E+3 1.8478351E-4
1.7277390E+3 2.0439676E-4
1.5511570E+3 2.2660466E-4
1.3926220E+3 2.5202713E-4
1.2502900E+3 2.7646643E-4
1.1225050E+3 3.0811959E-4
1.0077810E+3 3.4070634E-4
9.0478100E+2 3.7488506E-4
8.1230900E+2 4.1607834E-4
7.2928800E+2 4.6077721E-4
6.5475100E+2 5.1034783E-4
5.8783300E+2 5.6677391E-4
5.2775400E+2 6.2015989E-4
4.7381500E+2 6.8683723E-4
4.2539000E+2 7.6225697E-4
3.8191300E+2 8.3832696E-4
3.4288000E+2 9.2439316E-4
3.0783600E+2 1.0303680E-3
2.7637400E+2 1.1361876E-3
2.4812700E+2 1.2582248E-3
2.2276800E+2 1.4052470E-3
2.0000000E+2 1.5507822E-3
