fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 13:16:34 297.2 39.01 1.000E+000 7.200E-001 2.270E-006 3.368E+003 3.023E+000 6.164E-009 1.748E-003 
0002 13:20:04 297.1 39.02 1.000E+000 7.200E-001 2.241E-006 3.375E+003 3.025E+000 6.109E-009 1.687E-003 
0003 13:23:14 297 39.04 1.000E+000 7.200E-001 2.274E-006 3.320E+003 3.010E+000 6.218E-009 1.663E-003 
0004 13:25:40 297 39.04 1.000E+000 7.200E-001 2.229E-006 3.365E+003 3.028E+000 6.075E-009 1.669E-003 
0005 13:28:22 297 39.04 1.000E+000 7.200E-001 2.352E-006 3.261E+003 2.994E+000 6.382E-009 1.719E-003 
0006 13:31:06 297 39.04 1.000E+000 7.200E-001 2.353E-006 3.309E+003 3.007E+000 6.242E-009 1.709E-003 
0007 13:33:38 297 39.04 1.000E+000 7.200E-001 2.274E-006 3.352E+003 3.024E+000 6.113E-009 1.703E-003 
0008 13:36:02 296.9 39.05 1.000E+000 7.200E-001 2.246E-006 3.331E+003 3.021E+000 6.127E-009 1.705E-003 
0009 13:38:58 297 39.04 1.000E+000 7.200E-001 2.283E-006 3.382E+003 3.023E+000 6.114E-009 1.766E-003 
0010 13:41:16 297 39.04 1.000E+000 7.200E-001 2.256E-006 3.388E+003 3.030E+000 6.065E-009 1.704E-003 
0011 13:44:06 297 39.04 1.000E+000 7.200E-001 2.251E-006 3.325E+003 3.020E+000 6.185E-009 1.691E-003 
0012 13:48:00 297 39.04 1.000E+000 7.200E-001 2.294E-006 3.299E+003 3.011E+000 6.253E-009 1.650E-003 
0013 13:51:06 297 39.04 1.000E+000 7.200E-001 2.290E-006 3.316E+003 3.017E+000 6.176E-009 1.632E-003 
0014 13:57:26 297 39.04 1.000E+000 7.200E-001 2.281E-006 3.310E+003 3.011E+000 6.240E-009 1.687E-003 
0015 13:59:46 297 39.04 1.000E+000 7.200E-001 2.346E-006 3.302E+003 3.003E+000 6.294E-009 1.703E-003 
0016 14:02:00 297 39.04 1.000E+000 7.200E-001 2.218E-006 3.395E+003 3.036E+000 6.009E-009 1.669E-003 
0017 14:05:06 297 39.04 1.000E+000 7.200E-001 2.201E-006 3.421E+003 3.040E+000 5.957E-009 1.672E-003 
0018 14:07:58 297 39.04 1.000E+000 7.200E-001 2.259E-006 3.357E+003 3.021E+000 6.144E-009 1.727E-003 
0019 14:11:10 297 39.04 1.000E+000 7.200E-001 2.288E-006 3.369E+003 3.022E+000 6.116E-009 1.690E-003 
0020 14:13:48 297 39.04 1.000E+000 7.200E-001 2.287E-006 3.331E+003 3.011E+000 6.229E-009 1.716E-003 
0021 14:19:48 297 39.04 1.000E+000 7.200E-001 2.239E-006 3.377E+003 3.031E+000 6.075E-009 1.689E-003 
0022 14:22:02 297 39.04 1.000E+000 7.200E-001 2.239E-006 3.400E+003 3.034E+000 6.023E-009 1.680E-003 
0023 14:24:22 297 39.04 1.000E+000 7.200E-001 2.230E-006 3.408E+003 3.038E+000 5.997E-009 1.669E-003 
0024 14:27:14 297 39.04 1.000E+000 7.200E-001 2.199E-006 3.345E+003 3.024E+000 6.128E-009 1.650E-003 
0025 14:29:44 297 39.04 1.000E+000 7.200E-001 2.228E-006 3.398E+003 3.027E+000 6.042E-009 1.750E-003 
0026 14:32:46 297.1 39.02 1.000E+000 7.200E-001 2.332E-006 3.282E+003 3.005E+000 6.329E-009 1.708E-003 
0027 14:36:02 297 39.04 1.000E+000 7.200E-001 2.232E-006 3.341E+003 3.022E+000 6.143E-009 1.692E-003 
0028 14:42:56 297 39.04 1.000E+000 7.200E-001 2.304E-006 3.298E+003 3.009E+000 6.267E-009 1.736E-003 
0029 14:48:26 297 39.04 1.000E+000 7.200E-001 2.225E-006 3.341E+003 3.021E+000 6.181E-009 1.677E-003 
0030 14:52:34 297 39.04 1.000E+000 7.200E-001 2.278E-006 3.340E+003 3.017E+000 6.204E-009 1.702E-003 
0031 14:58:32 297 39.04 1.000E+000 7.200E-001 2.229E-006 3.355E+003 3.024E+000 6.144E-009 1.703E-003 
0032 15:03:32 297 39.04 1.000E+000 7.200E-001 2.315E-006 3.294E+003 3.007E+000 6.297E-009 1.725E-003 
0033 15:09:54 297 39.04 1.000E+000 7.200E-001 2.259E-006 3.350E+003 3.020E+000 6.178E-009 1.766E-003 
0034 15:16:52 297 39.04 1.000E+000 7.200E-001 2.239E-006 3.417E+003 3.035E+000 6.047E-009 1.728E-003 
0035 15:26:42 297 39.04 1.000E+000 7.200E-001 2.211E-006 3.355E+003 3.026E+000 6.140E-009 1.712E-003 
0036 15:34:22 297.1 39.02 1.000E+000 7.200E-001 2.307E-006 3.298E+003 3.008E+000 6.325E-009 1.715E-003 
0037 15:36:58 297 39.04 1.000E+000 7.200E-001 2.236E-006 3.318E+003 3.015E+000 6.240E-009 1.699E-003 
0038 15:45:32 296.9 39.05 1.000E+000 7.200E-001 2.218E-006 3.361E+003 3.024E+000 6.134E-009 1.724E-003 
0039 15:48:38 297.2 39.01 1.000E+000 7.200E-001 2.306E-006 3.361E+003 3.019E+000 6.280E-009 1.777E-003 
0040 15:57:06 297 39.04 1.000E+000 7.200E-001 2.256E-006 3.367E+003 3.021E+000 6.163E-009 1.789E-003 
0041 16:01:14 297 39.04 1.000E+000 7.200E-001 2.234E-006 3.360E+003 3.030E+000 6.086E-009 1.745E-003 
0042 16:07:24 297 39.04 1.000E+000 7.200E-001 2.271E-006 3.366E+003 3.025E+000 6.156E-009 1.760E-003 
0043 16:11:44 297.1 39.02 1.000E+000 7.200E-001 2.301E-006 3.409E+003 3.033E+000 6.116E-009 1.739E-003 
0044 16:18:50 297 39.04 1.000E+000 7.200E-001 2.187E-006 3.414E+003 3.037E+000 6.026E-009 1.749E-003 
0045 16:21:54 297 39.04 1.000E+000 7.200E-001 2.320E-006 3.325E+003 3.011E+000 6.269E-009 1.799E-003 
0046 16:30:36 297.1 39.02 1.000E+000 7.200E-001 2.365E-006 3.317E+003 3.004E+000 6.369E-009 1.794E-003 
0047 16:34:20 297 39.04 1.000E+000 7.200E-001 2.212E-006 3.313E+003 3.015E+000 6.254E-009 1.720E-003 
