fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.297025791E-16 1.000000000E+20 1.241201835E+00 8.391163971E-17 6.007408241E-04 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.220313517E-16 1.000000000E+20 1.252890464E+00 8.265251140E-17 1.088110729E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.813157328E-16 1.000000000E+20 1.244664310E+00 1.224428873E-16 7.144052194E-04 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.750191562E-16 1.000000000E+20 1.253306843E+00 1.212735738E-16 1.109853644E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.530413603E-16 1.000000000E+20 1.247557902E+00 1.790019393E-16 8.287066251E-04 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.486194291E-16 1.000000000E+20 1.253867408E+00 1.779311128E-16 1.142435186E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.506213352E-16 1.000000000E+20 1.250078396E+00 2.619968152E-16 9.442906279E-04 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.486957846E-16 1.000000000E+20 1.254684955E+00 2.610302289E-16 1.189915580E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.798122442E-16 1.000000000E+20 1.252418469E+00 3.836872158E-16 1.061945474E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.810855808E-16 1.000000000E+20 1.255739008E+00 3.828625873E-16 1.253446662E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 7.453031156E-16 1.000000000E+20 1.254721397E+00 5.622343577E-16 1.194605207E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 6.505241651E-16 1.000000000E+20 1.257163359E+00 5.615621096E-16 1.344951628E-03 
