T nFsrh nFBsrh dnsrh nF nFB dn
290 1.188924533E+00 1.144998932E+00 4.392560100E-02 1.188847593E+00 1.144938673E+00 4.390892000E-02
295 1.187020371E+00 1.151998105E+00 3.502226600E-02 1.186870586E+00 1.151918603E+00 3.495198300E-02
300 1.195070815E+00 1.151815322E+00 4.325549300E-02 1.194946083E+00 1.151330732E+00 4.361535100E-02
305 1.203279264E+00 1.155872109E+00 4.740715500E-02 1.203118468E+00 1.155750354E+00 4.736811400E-02
310 1.201363510E+00 1.162278121E+00 3.908538900E-02 1.201164539E+00 1.162122337E+00 3.904220200E-02
315 1.205480569E+00 1.168479902E+00 3.700066700E-02 1.204012597E+00 1.168283678E+00 3.572891900E-02
320 1.211452144E+00 1.174545737E+00 3.690640700E-02 1.211168951E+00 1.174300408E+00 3.686854300E-02
325 1.214135721E+00 1.176100300E+00 3.803542100E-02 1.213818203E+00 1.175806745E+00 3.801145800E-02
330 1.220400641E+00 1.180502385E+00 3.989825600E-02 1.219985488E+00 1.180143846E+00 3.984164200E-02
335 1.225790163E+00 1.183079525E+00 4.271063800E-02 1.225287952E+00 1.182650979E+00 4.263697300E-02
340 1.230086610E+00 1.186134201E+00 4.395240900E-02 1.229524411E+00 1.186030903E+00 4.349350800E-02
