N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+15 330 3.800E-4 3.831547E+1 1.644990E+1 5.422390E-1 7.917690E+1
1.468000E+10 3.162E+15 330 3.800E-4 3.828468E+1 1.640380E+1 5.413120E-1 7.915380E+1
2.154000E+10 3.162E+15 330 3.800E-4 3.824013E+1 1.633240E+1 5.400150E-1 7.909040E+1
3.162000E+10 3.162E+15 330 3.800E-4 3.817611E+1 1.624200E+1 5.381890E-1 7.905220E+1
4.642000E+10 3.162E+15 330 3.800E-4 3.808497E+1 1.611980E+1 5.357640E-1 7.900110E+1
6.813000E+10 3.162E+15 330 3.800E-4 3.795690E+1 1.595810E+1 5.326420E-1 7.893230E+1
1.000000E+11 3.162E+15 330 3.800E-4 3.778022E+1 1.574300E+1 5.287350E-1 7.881070E+1
1.468000E+11 3.162E+15 330 3.800E-4 3.754244E+1 1.548510E+1 5.240550E-1 7.870730E+1
2.154000E+11 3.162E+15 330 3.800E-4 3.723260E+1 1.517160E+1 5.187630E-1 7.854870E+1
3.162000E+11 3.162E+15 330 3.800E-4 3.684476E+1 1.482020E+1 5.130110E-1 7.840640E+1
4.642000E+11 3.162E+15 330 3.800E-4 3.638135E+1 1.442850E+1 5.070510E-1 7.821520E+1
6.813000E+11 3.162E+15 330 3.800E-4 3.585421E+1 1.402220E+1 5.011170E-1 7.804360E+1
1.000000E+12 3.162E+15 330 3.800E-4 3.528118E+1 1.359980E+1 4.952720E-1 7.782990E+1
1.468000E+12 3.162E+15 330 3.800E-4 3.467932E+1 1.318370E+1 4.896460E-1 7.763990E+1
2.154000E+12 3.162E+15 330 3.800E-4 3.405865E+1 1.276270E+1 4.840980E-1 7.740730E+1
3.162000E+12 3.162E+15 330 3.800E-4 3.342051E+1 1.234940E+1 4.786220E-1 7.720380E+1
4.642000E+12 3.162E+15 330 3.800E-4 3.276047E+1 1.192670E+1 4.730880E-1 7.695350E+1
6.813000E+12 3.162E+15 330 3.800E-4 3.207271E+1 1.150530E+1 4.674580E-1 7.673980E+1
1.000000E+13 3.162E+15 330 3.800E-4 3.135270E+1 1.107080E+1 4.617230E-1 7.647540E+1
1.468000E+13 3.162E+15 330 3.800E-4 3.059787E+1 1.063490E+1 4.558340E-1 7.624940E+1
2.154000E+13 3.162E+15 330 3.800E-4 2.980715E+1 1.018650E+1 4.498570E-1 7.596820E+1
3.162000E+13 3.162E+15 330 3.800E-4 2.898055E+1 9.732000E+0 4.437150E-1 7.568180E+1
4.642000E+13 3.162E+15 330 3.800E-4 2.811910E+1 9.277400E+0 4.374710E-1 7.541810E+1
6.813000E+13 3.162E+15 330 3.800E-4 2.722480E+1 8.813300E+0 4.311230E-1 7.508860E+1
1.000000E+14 3.162E+15 330 3.800E-4 2.630071E+1 8.352100E+0 4.246180E-1 7.478810E+1
