N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -2.702352900E-02 -2.665862700E-02 -2.576286700E-02 -2.554357000E-02
1.600000000E+01 3.142811400E-02 3.113266500E-02 3.080739100E-02 2.984685200E-02
1.700000000E+01 6.119038200E-02 5.929102900E-02 5.717237300E-02 5.686281500E-02
1.549996187E+01 2.026236100E-02 1.954432700E-02 2.060739100E-02 2.105618400E-02
1.649996187E+01 5.331862700E-02 5.162737300E-02 5.080663900E-02 4.996021700E-02
1.674996808E+01 6.055098200E-02 5.746125800E-02 5.685012000E-02 5.618069900E-02
1.624993176E+01 4.123455100E-02 4.061938500E-02 3.992345500E-02 3.936968200E-02
1.574996808E+01 2.599614300E-02 2.603275800E-02 2.536796500E-02 2.592434400E-02
1.524993176E+01 6.015880000E-03 6.168702000E-03 6.947663000E-03 7.607141000E-03
