N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 2.289671900E-02 2.119671100E-02 1.936324600E-02 1.755045700E-02
1.600000000E+01 -6.277250000E-04 -3.330660000E-04 -8.956170000E-04 1.172182000E-03
1.700000000E+01 7.151136400E-02 6.979627700E-02 6.827810400E-02 6.803477200E-02
1.549996187E+01 -1.709463770E-01 -1.651005860E-01 -1.608311390E-01 -1.573684110E-01
1.649996187E+01 5.314457600E-02 5.380592900E-02 5.353014200E-02 5.300973600E-02
1.674996808E+01 6.657083000E-02 6.460593500E-02 6.442775100E-02 6.370184800E-02
1.624993176E+01 3.382627200E-02 3.433680000E-02 3.452537200E-02 3.429553100E-02
1.574996808E+01 -8.079387200E-02 -8.253105800E-02 -7.907603300E-02 -7.493941300E-02
1.524993176E+01 -1.490261400E-02 -1.113518000E-03 5.620542000E-03 5.141865000E-03
