T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.201986239E+00 1.202003585E+00 1.202028965E+00 1.202066121E+00 1.202120516E+00 1.202200088E+00 1.202316328E+00 1.202485776E+00 1.202732026E+00 1.203088280E+00 1.203600333E+00 1.204329565E+00 1.205354755E+00 1.206770742E+00 1.208681096E+00 1.211182369E+00 1.214340795E+00 1.218168464E+00 1.222611663E+00
295 1.202546524E+00 1.202561569E+00 1.202583592E+00 1.202615849E+00 1.202663076E+00 1.202732175E+00 1.202833123E+00 1.202980318E+00 1.203194275E+00 1.203503930E+00 1.203949263E+00 1.204584019E+00 1.205477569E+00 1.206714169E+00 1.208387362E+00 1.210587239E+00 1.213380933E+00 1.216791595E+00 1.220786219E+00
300 1.203798143E+00 1.203811522E+00 1.203831114E+00 1.203859808E+00 1.203901825E+00 1.203963284E+00 1.204053053E+00 1.204183879E+00 1.204373938E+00 1.204648775E+00 1.205043622E+00 1.205605716E+00 1.206395893E+00 1.207488105E+00 1.208964935E+00 1.210907406E+00 1.213379086E+00 1.216408370E+00 1.219976957E+00
305 1.204936492E+00 1.204949383E+00 1.204968263E+00 1.204995913E+00 1.205036377E+00 1.205095506E+00 1.205181745E+00 1.205307182E+00 1.205488891E+00 1.205750616E+00 1.206124638E+00 1.206653436E+00 1.207390531E+00 1.208399513E+00 1.209750009E+00 1.211509708E+00 1.213732422E+00 1.216444590E+00 1.219635681E+00
310 1.205111420E+00 1.205126209E+00 1.205147876E+00 1.205179570E+00 1.205225878E+00 1.205293393E+00 1.205391547E+00 1.205533617E+00 1.205738051E+00 1.206029699E+00 1.206441049E+00 1.207012484E+00 1.207791318E+00 1.208828841E+00 1.210175969E+00 1.211878094E+00 1.213969441E+00 1.216466268E+00 1.219360289E+00
315 1.202068349E+00 1.202090802E+00 1.202123643E+00 1.202171623E+00 1.202241575E+00 1.202343255E+00 1.202490362E+00 1.202701868E+00 1.203003212E+00 1.203427101E+00 1.204013102E+00 1.204804786E+00 1.205843751E+00 1.207161457E+00 1.208772827E+00 1.210676974E+00 1.212865663E+00 1.215331079E+00 1.218064072E+00
320 1.192454402E+00 1.192497543E+00 1.192560607E+00 1.192652663E+00 1.192786659E+00 1.192980976E+00 1.193261230E+00 1.193662184E+00 1.194229334E+00 1.195018706E+00 1.196092979E+00 1.197511097E+00 1.199310200E+00 1.201483492E+00 1.203967467E+00 1.206655606E+00 1.209441779E+00 1.212264859E+00 1.215118918E+00
325 1.166834277E+00 1.166926634E+00 1.167098321E+00 1.167290938E+00 1.167571444E+00 1.167977157E+00 1.168561638E+00 1.169416185E+00 1.170602887E+00 1.172273749E+00 1.174508247E+00 1.177459509E+00 1.181141333E+00 1.185469641E+00 1.190205584E+00 1.194996550E+00 1.199504514E+00 1.203540496E+00 1.207106033E+00
330 1.110038154E+00 1.110225469E+00 1.110499351E+00 1.110917487E+00 1.111490201E+00 1.112321480E+00 1.113521911E+00 1.115262813E+00 1.117702448E+00 1.121122446E+00 1.125761576E+00 1.131843194E+00 1.139449636E+00 1.148385453E+00 1.158081377E+00 1.167666672E+00 1.176260137E+00 1.183345521E+00 1.188914738E+00
335 1.011874077E+00 1.011877291E+00 1.011882024E+00 1.011889001E+00 1.011899310E+00 1.011913460E+00 1.012308564E+00 1.015265074E+00 1.019456873E+00 1.025358349E+00 1.033464717E+00 1.044267114E+00 1.058053247E+00 1.074621540E+00 1.093007963E+00 1.111469615E+00 1.128038197E+00 1.141377883E+00 1.151290693E+00
340 1.012589700E+00 1.012589068E+00 1.012588171E+00 1.012586919E+00 1.012585221E+00 1.012583023E+00 1.012580422E+00 1.012577911E+00 1.012576929E+00 1.012580970E+00 1.012597722E+00 1.012642844E+00 1.012745883E+00 1.012958086E+00 1.013359391E+00 1.015375853E+00 1.043161242E+00 1.066072942E+00 1.083082595E+00
