T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.211731597E+00 1.211767958E+00 1.211821117E+00 1.211898815E+00 1.212012269E+00 1.212177604E+00 1.212417802E+00 1.212765180E+00 1.213277400E+00 1.214016775E+00 1.215020179E+00 1.216398394E+00 1.218256523E+00 1.220694465E+00 1.223783403E+00 1.227550726E+00 1.231968254E+00 1.236941573E+00 1.242353975E+00
295 1.212853769E+00 1.212885477E+00 1.212931852E+00 1.212999668E+00 1.213098702E+00 1.213243047E+00 1.213452787E+00 1.213756184E+00 1.214192256E+00 1.214823767E+00 1.215717184E+00 1.216921239E+00 1.218545965E+00 1.220686637E+00 1.223428368E+00 1.226779523E+00 1.230740327E+00 1.235249636E+00 1.240205921E+00
300 1.214987394E+00 1.215015278E+00 1.215056076E+00 1.215115740E+00 1.215202888E+00 1.215329913E+00 1.215514508E+00 1.215781547E+00 1.216165414E+00 1.216712299E+00 1.217488750E+00 1.218557044E+00 1.219992506E+00 1.221885151E+00 1.224309123E+00 1.227297564E+00 1.230843800E+00 1.234917327E+00 1.239423119E+00
305 1.217368724E+00 1.217393970E+00 1.217430918E+00 1.217484957E+00 1.217563877E+00 1.217678900E+00 1.217846009E+00 1.218087693E+00 1.218434944E+00 1.218929342E+00 1.219624443E+00 1.220585419E+00 1.221885514E+00 1.223592315E+00 1.225776466E+00 1.228461897E+00 1.231661732E+00 1.235336623E+00 1.239431733E+00
310 1.219859322E+00 1.219883046E+00 1.219917777E+00 1.219968549E+00 1.220042707E+00 1.220150756E+00 1.220307658E+00 1.220534422E+00 1.220859936E+00 1.221322756E+00 1.221972249E+00 1.222867871E+00 1.224075340E+00 1.225658769E+00 1.227669545E+00 1.230135414E+00 1.233054523E+00 1.236397928E+00 1.240120800E+00
315 1.221857924E+00 1.221881710E+00 1.221916510E+00 1.221967391E+00 1.222041663E+00 1.222149797E+00 1.222306692E+00 1.222533098E+00 1.222857459E+00 1.223317318E+00 1.223960093E+00 1.224841719E+00 1.226021974E+00 1.227555984E+00 1.229483257E+00 1.231818581E+00 1.234549470E+00 1.237642472E+00 1.241056009E+00
320 1.223875905E+00 1.223900560E+00 1.223936629E+00 1.223989363E+00 1.224066288E+00 1.224178206E+00 1.224340391E+00 1.224574065E+00 1.224908042E+00 1.225380037E+00 1.226036887E+00 1.226932598E+00 1.228122764E+00 1.229655200E+00 1.231558848E+00 1.233835521E+00 1.236459870E+00 1.239389060E+00 1.242578149E+00
325 1.224991363E+00 1.225018851E+00 1.225059070E+00 1.225117831E+00 1.225203465E+00 1.225327880E+00 1.225507816E+00 1.225766367E+00 1.226134435E+00 1.226651776E+00 1.227366511E+00 1.228331922E+00 1.229599503E+00 1.231208539E+00 1.233174926E+00 1.235484527E+00 1.238095717E+00 1.240952160E+00 1.244000839E+00
330 1.224111795E+00 1.224146731E+00 1.224197811E+00 1.224272341E+00 1.224380802E+00 1.224537998E+00 1.224764589E+00 1.225088585E+00 1.225546676E+00 1.226184456E+00 1.227054272E+00 1.228209396E+00 1.229694136E+00 1.231531777E+00 1.233715017E+00 1.236204121E+00 1.238934772E+00 1.241833924E+00 1.244839007E+00
335 1.220122665E+00 1.220172759E+00 1.220245943E+00 1.220352580E+00 1.220507475E+00 1.220731387E+00 1.221052883E+00 1.221509966E+00 1.222151026E+00 1.223033280E+00 1.224217242E+00 1.225755384E+00 1.227676353E+00 1.229970588E+00 1.232586689E+00 1.235442825E+00 1.238446606E+00 1.241513137E+00 1.244577955E+00
340 1.212106997E+00 1.212176447E+00 1.212277833E+00 1.212425460E+00 1.212639652E+00 1.212948832E+00 1.213391639E+00 1.214019034E+00 1.214894470E+00 1.216090290E+00 1.217677770E+00 1.219708464E+00 1.222190490E+00 1.225070865E+00 1.228239778E+00 1.231560717E+00 1.234907821E+00 1.238186260E+00 1.241336277E+00
