N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.233687450E+00 1.236633432E+00 1.239381314E+00 1.241020620E+00 1.242775909E+00 1.243861918E+00 1.242875520E+00 1.241899607E+00 1.239794907E+00 1.235105590E+00 1.230859081E+00
1.016672606E+01 1.234210781E+00 1.237141725E+00 1.239895328E+00 1.241596513E+00 1.243397653E+00 1.244541848E+00 1.243601642E+00 1.242680076E+00 1.240626837E+00 1.236020863E+00 1.231812784E+00
1.033324570E+01 1.234941983E+00 1.237850886E+00 1.240612055E+00 1.242378415E+00 1.244236988E+00 1.245441460E+00 1.244653558E+00 1.243777386E+00 1.241800556E+00 1.237315567E+00 1.233166291E+00
1.049996187E+01 1.235945154E+00 1.238821449E+00 1.241591641E+00 1.243459469E+00 1.245394522E+00 1.246689526E+00 1.246069333E+00 1.245292398E+00 1.243428802E+00 1.239118089E+00 1.235059661E+00
1.066670514E+01 1.237289783E+00 1.240117413E+00 1.242896314E+00 1.244875857E+00 1.246911733E+00 1.248320994E+00 1.247930038E+00 1.247332951E+00 1.245635940E+00 1.241573066E+00 1.237654993E+00
1.083333839E+01 1.239042249E+00 1.241797024E+00 1.244579639E+00 1.246687922E+00 1.248849661E+00 1.250429922E+00 1.250345433E+00 1.249993147E+00 1.248536843E+00 1.244819897E+00 1.241116544E+00
1.100000000E+01 1.241254966E+00 1.243901509E+00 1.246673699E+00 1.248925764E+00 1.251248329E+00 1.253036463E+00 1.253317364E+00 1.253312142E+00 1.252201546E+00 1.248952970E+00 1.245570735E+00
1.116672606E+01 1.243956808E+00 1.246452078E+00 1.249189185E+00 1.251553426E+00 1.254050481E+00 1.256101309E+00 1.256840734E+00 1.257267627E+00 1.256612881E+00 1.253971988E+00 1.251050185E+00
1.133324570E+01 1.247149034E+00 1.249429676E+00 1.252080979E+00 1.254522198E+00 1.257190226E+00 1.259550834E+00 1.260766186E+00 1.261713284E+00 1.261638167E+00 1.259741662E+00 1.257440475E+00
1.149996187E+01 1.250808896E+00 1.252807661E+00 1.255312219E+00 1.257759712E+00 1.260588637E+00 1.263222284E+00 1.264970273E+00 1.266456823E+00 1.267040452E+00 1.265994356E+00 1.264466947E+00
1.166670514E+01 1.254900115E+00 1.256552418E+00 1.258837829E+00 1.261196538E+00 1.264131671E+00 1.267022407E+00 1.269222626E+00 1.271276218E+00 1.272538320E+00 1.272390948E+00 1.271747175E+00
1.183333839E+01 1.259386143E+00 1.260634356E+00 1.262629216E+00 1.264828379E+00 1.267753450E+00 1.270846215E+00 1.273417995E+00 1.275973444E+00 1.277886543E+00 1.278616930E+00 1.278895935E+00
1.200000000E+01 1.264239540E+00 1.265039094E+00 1.266677934E+00 1.268614949E+00 1.271486248E+00 1.274637556E+00 1.277483395E+00 1.280448932E+00 1.282933821E+00 1.284460037E+00 1.285626346E+00
1.216672606E+01 1.269442594E+00 1.269763895E+00 1.270993079E+00 1.272609411E+00 1.275283599E+00 1.278438067E+00 1.281425124E+00 1.284687454E+00 1.287632833E+00 1.289833450E+00 1.291794304E+00
1.233324570E+01 1.274981171E+00 1.274811058E+00 1.275592154E+00 1.276832428E+00 1.279253515E+00 1.282280492E+00 1.285291506E+00 1.288731766E+00 1.292013679E+00 1.294749730E+00 1.297380449E+00
1.249996187E+01 1.280835548E+00 1.280179892E+00 1.280500931E+00 1.281278791E+00 1.283408931E+00 1.286221928E+00 1.289148928E+00 1.292652674E+00 1.296147599E+00 1.299277925E+00 1.302442687E+00
1.266670514E+01 1.286984990E+00 1.285863079E+00 1.285689288E+00 1.286034504E+00 1.287784802E+00 1.290318197E+00 1.293065938E+00 1.296528236E+00 1.300119912E+00 1.303509292E+00 1.307073276E+00
1.283333839E+01 1.293406342E+00 1.291856379E+00 1.291229887E+00 1.291107234E+00 1.292448660E+00 1.294646100E+00 1.297124719E+00 1.300467822E+00 1.304039258E+00 1.307516742E+00 1.311362641E+00
1.300000000E+01 1.300035988E+00 1.298092044E+00 1.297080169E+00 1.296467931E+00 1.297402606E+00 1.299228943E+00 1.301427812E+00 1.304509568E+00 1.308016809E+00 1.311521204E+00 1.315513801E+00
