N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.216158164E+00 1.218448413E+00 1.221006803E+00 1.223356138E+00 1.226344489E+00 1.229027992E+00 1.230952590E+00 1.232859711E+00 1.234079079E+00 1.233589256E+00 1.231849588E+00
1.016672606E+01 1.216214648E+00 1.218497405E+00 1.221050456E+00 1.223397356E+00 1.226383965E+00 1.229067071E+00 1.230993821E+00 1.232903003E+00 1.234125800E+00 1.233643108E+00 1.231913182E+00
1.033324570E+01 1.216297107E+00 1.218568955E+00 1.221114229E+00 1.223457579E+00 1.226466712E+00 1.229124191E+00 1.231054074E+00 1.232966271E+00 1.234194051E+00 1.233721823E+00 1.232006053E+00
1.049996187E+01 1.216417374E+00 1.218673358E+00 1.221207295E+00 1.223545441E+00 1.226553644E+00 1.229241068E+00 1.231141953E+00 1.233058544E+00 1.234293597E+00 1.233836541E+00 1.232141334E+00
1.066670514E+01 1.216592430E+00 1.218825356E+00 1.221342786E+00 1.223673306E+00 1.226678294E+00 1.229362245E+00 1.231298564E+00 1.233192719E+00 1.234438339E+00 1.234003231E+00 1.232337741E+00
1.083333839E+01 1.216846333E+00 1.219045876E+00 1.221539344E+00 1.223872648E+00 1.226875187E+00 1.229551879E+00 1.231475487E+00 1.233387023E+00 1.234647918E+00 1.234244346E+00 1.232621396E+00
1.100000000E+01 1.217212720E+00 1.219364200E+00 1.221823060E+00 1.224141437E+00 1.227129522E+00 1.229795432E+00 1.231742391E+00 1.233666674E+00 1.234949436E+00 1.234590806E+00 1.233028267E+00
1.116672606E+01 1.217737551E+00 1.219820412E+00 1.222229592E+00 1.224525680E+00 1.227488902E+00 1.230141690E+00 1.232097409E+00 1.234065742E+00 1.235379494E+00 1.235084091E+00 1.233605876E+00
1.133324570E+01 1.218481645E+00 1.220467686E+00 1.222806257E+00 1.225076871E+00 1.228006348E+00 1.230657334E+00 1.232633572E+00 1.234628275E+00 1.235985354E+00 1.235777240E+00 1.234414447E+00
1.149996187E+01 1.219521855E+00 1.221379501E+00 1.223621288E+00 1.225831019E+00 1.228708244E+00 1.231339264E+00 1.233344518E+00 1.235408122E+00 1.236824470E+00 1.236734010E+00 1.235524778E+00
1.166670514E+01 1.220949079E+00 1.222625657E+00 1.224730464E+00 1.226861006E+00 1.229664932E+00 1.232289983E+00 1.234346114E+00 1.236465179E+00 1.237960343E+00 1.238023358E+00 1.237011230E+00
1.183333839E+01 1.222860784E+00 1.224297644E+00 1.226218305E+00 1.228235430E+00 1.230970323E+00 1.233543557E+00 1.235677517E+00 1.237856948E+00 1.239452904E+00 1.239708031E+00 1.238937595E+00
1.200000000E+01 1.225346676E+00 1.226479389E+00 1.228160018E+00 1.230017714E+00 1.232624164E+00 1.235192477E+00 1.237364295E+00 1.239624931E+00 1.241343166E+00 1.241826652E+00 1.241337308E+00
1.216672606E+01 1.228468880E+00 1.229233662E+00 1.230613750E+00 1.232255094E+00 1.234728203E+00 1.237226366E+00 1.239444792E+00 1.241779817E+00 1.243636026E+00 1.244374414E+00 1.244193307E+00
1.233324570E+01 1.232242846E+00 1.232586321E+00 1.233607831E+00 1.234990302E+00 1.237272120E+00 1.239666207E+00 1.241893416E+00 1.244293191E+00 1.246290166E+00 1.247291952E+00 1.247428061E+00
1.249996187E+01 1.236629118E+00 1.236517373E+00 1.237133194E+00 1.238189769E+00 1.240214579E+00 1.242477533E+00 1.244666990E+00 1.247103632E+00 1.249224356E+00 1.250472884E+00 1.250912740E+00
1.266670514E+01 1.241543950E+00 1.240966558E+00 1.241146832E+00 1.241832960E+00 1.243563730E+00 1.245620374E+00 1.247710438E+00 1.250137030E+00 1.252341455E+00 1.253792027E+00 1.254497282E+00
1.283333839E+01 1.246884126E+00 1.245853238E+00 1.245593648E+00 1.245848278E+00 1.247258361E+00 1.249054226E+00 1.250975963E+00 1.253331144E+00 1.255559097E+00 1.257142344E+00 1.258050298E+00
1.300000000E+01 1.252557155E+00 1.251099584E+00 1.250390625E+00 1.250228028E+00 1.251264353E+00 1.252750529E+00 1.254436364E+00 1.256652272E+00 1.258831234E+00 1.260461959E+00 1.261491030E+00
