fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 9:41 294.3 39.4 1.000E+000 1.951E+000 1.196E-011 1.999E+004 2.902E+000 6.147E-006 1.448E-005 7.449E-002 1.447E-005 3.217E-007 2.984E-001 4.060E-002 7.903E-006 3.598E-003 
00S2 10:5 296.8 39.06 1.000E+000 1.945E+000 1.805E-011 1.839E+004 2.880E+000 6.764E-006 1.426E-005 6.908E-002 1.425E-005 2.899E-007 2.944E-001 3.740E-002 7.730E-006 5.319E-003 
00S3 10:28 299.2 38.75 1.000E+000 2.041E+000 2.935E-011 1.691E+004 2.897E+000 7.900E-006 1.492E-005 6.542E-002 1.491E-005 2.846E-007 2.917E-001 3.530E-002 8.039E-006 4.275E-003 
00S4 10:46 302.2 38.37 1.000E+000 2.044E+000 4.823E-011 1.514E+004 2.868E+000 8.807E-006 1.431E-005 5.848E-002 1.431E-005 2.398E-007 2.866E-001 3.130E-002 7.637E-006 4.297E-003 
00S5 11:8 305.1 38 1.000E+000 2.024E+000 7.156E-011 1.353E+004 2.834E+000 9.803E-006 1.456E-005 5.445E-002 1.456E-005 2.250E-007 2.838E-001 2.900E-002 7.732E-006 1.729E-003 
00S6 11:34 307.9 37.66 1.000E+000 2.101E+000 1.033E-010 1.207E+004 2.782E+000 1.012E-005 1.387E-005 4.981E-002 1.387E-005 1.936E-007 2.802E-001 2.640E-002 7.305E-006 4.226E-002 
00S7 11:58 310.3 37.36 1.000E+000 2.150E+000 1.734E-010 1.088E+004 2.815E+000 1.237E-005 1.451E-005 4.566E-002 1.450E-005 1.837E-007 2.775E-001 2.400E-002 7.621E-006 1.822E-003 
00S8 12:16 312.9 37.05 1.000E+000 2.121E+000 2.550E-010 9.687E+003 2.800E+000 1.381E-005 1.478E-005 4.240E-002 1.477E-005 1.723E-007 2.752E-001 2.220E-002 7.726E-006 4.233E-003 
00S9 12:40 315.5 36.75 1.000E+000 2.138E+000 3.797E-010 8.579E+003 2.797E+000 1.563E-005 1.461E-005 3.815E-002 1.460E-005 1.516E-007 2.721E-001 1.990E-002 7.580E-006 1.931E-003 
0S10 12:55 318.8 36.37 1.000E+000 2.175E+000 6.287E-010 7.307E+003 2.785E+000 1.808E-005 1.488E-005 3.424E-002 1.487E-005 1.372E-007 2.694E-001 1.780E-002 7.662E-006 1.562E-003 
0S11 13:19 322 36.01 1.000E+000 2.118E+000 9.851E-010 6.223E+003 2.771E+000 2.072E-005 1.410E-005 2.893E-002 1.409E-005 1.084E-007 2.660E-001 1.490E-002 7.226E-006 9.678E-002 
0S12 13:39 324.7 35.71 1.000E+000 2.086E+000 1.420E-009 5.429E+003 2.751E+000 2.297E-005 1.426E-005 2.641E-002 1.424E-005 9.939E-008 2.643E-001 1.360E-002 7.254E-006 3.698E-003 
0S13 14:2 327.5 35.4 1.000E+000 2.070E+000 2.044E-009 4.726E+003 2.726E+000 2.526E-005 1.468E-005 2.454E-002 1.466E-005 9.463E-008 2.630E-001 1.260E-002 7.451E-006 1.690E-003 
