N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 290 1.800E-4 1.233085128E+00 1.247616012E+00
1.468000E+10 3.162E+16 290 1.800E-4 1.240941928E+00 1.247834102E+00
2.154000E+10 3.162E+16 290 1.800E-4 1.243021658E+00 1.248143088E+00
3.162000E+10 3.162E+16 290 1.800E-4 1.244754338E+00 1.248544054E+00
4.642000E+10 3.162E+16 290 1.800E-4 1.246462675E+00 1.249147627E+00
6.813000E+10 3.162E+16 290 1.800E-4 1.248131955E+00 1.250079418E+00
1.000000E+11 3.162E+16 290 1.800E-4 1.249896284E+00 1.251315103E+00
1.468000E+11 3.162E+16 290 1.800E-4 1.251689038E+00 1.252743344E+00
2.154000E+11 3.162E+16 290 1.800E-4 1.254167628E+00 1.254959908E+00
3.162000E+11 3.162E+16 290 1.800E-4 1.256911679E+00 1.257523385E+00
4.642000E+11 3.162E+16 290 1.800E-4 1.260153857E+00 1.260635229E+00
6.813000E+11 3.162E+16 290 1.800E-4 1.263942347E+00 1.264330595E+00
1.000000E+12 3.162E+16 290 1.800E-4 1.268119454E+00 1.268438562E+00
1.468000E+12 3.162E+16 290 1.800E-4 1.272716051E+00 1.272981247E+00
2.154000E+12 3.162E+16 290 1.800E-4 1.277682294E+00 1.277900096E+00
3.162000E+12 3.162E+16 290 1.800E-4 1.282977057E+00 1.283163434E+00
4.642000E+12 3.162E+16 290 1.800E-4 1.288592034E+00 1.288757433E+00
6.813000E+12 3.162E+16 290 1.800E-4 1.294525247E+00 1.294666584E+00
1.000000E+13 3.162E+16 290 1.800E-4 1.299497076E+00 1.299623689E+00
