Ew Nt
4.5146905E-1 1.8119382E+15
4.4872219E-1 1.6682465E+15
4.4597531E-1 1.5125261E+15
4.4322843E-1 1.4079926E+15
4.4048155E-1 1.3812957E+15
4.3773468E-1 1.4066471E+15
4.3498780E-1 1.4352855E+15
4.3224093E-1 1.4350811E+15
4.2949405E-1 1.4073863E+15
4.2674718E-1 1.3751452E+15
4.2400030E-1 1.3589404E+15
4.2125342E-1 1.3619072E+15
4.1850655E-1 1.3727821E+15
4.1575967E-1 1.3802274E+15
4.1301280E-1 1.3832020E+15
4.1026592E-1 1.3885090E+15
4.0751905E-1 1.4005505E+15
4.0477217E-1 1.4152676E+15
4.0202530E-1 1.4237893E+15
3.9927842E-1 1.4204904E+15
3.9653155E-1 1.4073594E+15
3.9378467E-1 1.3920860E+15
3.9103779E-1 1.3827629E+15
3.8829092E-1 1.3830877E+15
3.8554404E-1 1.3906582E+15
3.8279717E-1 1.3991829E+15
3.8005029E-1 1.4030407E+15
3.7730342E-1 1.4009303E+15
3.7455654E-1 1.3963681E+15
3.7180966E-1 1.3954454E+15
3.6906279E-1 1.4037827E+15
3.6631591E-1 1.4241384E+15
3.6356904E-1 1.4552802E+15
3.6082216E-1 1.4925810E+15
3.5807529E-1 1.5303928E+15
3.5532841E-1 1.5649931E+15
3.5258153E-1 1.5961012E+15
3.4983466E-1 1.6260057E+15
3.4708778E-1 1.6573334E+15
3.4434091E-1 1.6913561E+15
3.4159403E-1 1.7278081E+15
3.3884716E-1 1.7657737E+15
3.3610028E-1 1.8045931E+15
3.3335341E-1 1.8440633E+15
3.3060653E-1 1.8839403E+15
3.2785965E-1 1.9233098E+15
3.2511278E-1 1.9605115E+15
3.2236590E-1 1.9937807E+15
3.1961903E-1 2.0220506E+15
3.1687215E-1 2.0452041E+15
3.1412528E-1 2.0636134E+15
3.1137840E-1 2.0775463E+15
3.0863152E-1 2.0870016E+15
3.0588465E-1 2.0919838E+15
3.0313777E-1 2.0927366E+15
3.0039090E-1 2.0894854E+15
2.9764402E-1 2.0815101E+15
2.9489715E-1 2.0654541E+15
2.9215027E-1 2.0327406E+15
2.8940339E-1 1.9664375E+15
2.8665652E-1 1.8394935E+15
2.8390964E-1 1.6181810E+15
2.8116277E-1 1.2739772E+15
2.7841589E-1 8.0153634E+14
2.7566902E-1 5.2845142E+14
