T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.206582270E+00 1.197821646E+00 8.760624000E-03 1.206570322E+00 1.197794133E+00 8.776189000E-03 1.194800000E-05 2.751300000E-05
290 1.524993176E+01 1.220291419E+00 1.203031717E+00 1.725970200E-02 1.220267053E+00 1.202989461E+00 1.727759200E-02 2.436600000E-05 4.225600000E-05
290 1.549996187E+01 1.232183622E+00 1.208587015E+00 2.359660700E-02 1.232134839E+00 1.208523627E+00 2.361121200E-02 4.878300000E-05 6.338800000E-05
290 1.574996808E+01 1.244228174E+00 1.218467653E+00 2.576052100E-02 1.244130324E+00 1.218373884E+00 2.575644000E-02 9.785000000E-05 9.376900000E-05
290 1.600000000E+01 1.259032591E+00 1.227644233E+00 3.138835800E-02 1.258835271E+00 1.227511358E+00 3.132391300E-02 1.973200000E-04 1.328750000E-04
290 1.624993176E+01 1.274803120E+00 1.232915157E+00 4.188796300E-02 1.274403613E+00 1.232726578E+00 4.167703500E-02 3.995070000E-04 1.885790000E-04
290 1.649996187E+01 1.292735256E+00 1.238383429E+00 5.435182700E-02 1.291926195E+00 1.238108300E+00 5.381789500E-02 8.090610000E-04 2.751290000E-04
290 1.674996808E+01 1.313312939E+00 1.250488548E+00 6.282439100E-02 1.311690856E+00 1.250090016E+00 6.160084000E-02 1.622083000E-03 3.985320000E-04
290 1.700000000E+01 1.336639415E+00 1.269490117E+00 6.714929800E-02 1.333462073E+00 1.268926504E+00 6.453556900E-02 3.177342000E-03 5.636130000E-04
295 1.500000000E+01 1.201808829E+00 1.197511136E+00 4.297693000E-03 1.201798662E+00 1.197486468E+00 4.312194000E-03 1.016700000E-05 2.466800000E-05
295 1.524993176E+01 1.219612456E+00 1.203351797E+00 1.626065900E-02 1.219591017E+00 1.203313878E+00 1.627713900E-02 2.143900000E-05 3.791900000E-05
295 1.549996187E+01 1.232665849E+00 1.209350732E+00 2.331511700E-02 1.232623127E+00 1.209293080E+00 2.333004700E-02 4.272200000E-05 5.765200000E-05
295 1.574996808E+01 1.244863553E+00 1.218875640E+00 2.598791300E-02 1.244778206E+00 1.218791079E+00 2.598712700E-02 8.534700000E-05 8.456100000E-05
295 1.600000000E+01 1.259275264E+00 1.228410180E+00 3.086508400E-02 1.259102768E+00 1.228288016E+00 3.081475200E-02 1.724960000E-04 1.221640000E-04
295 1.624993176E+01 1.274408934E+00 1.233834749E+00 4.057418500E-02 1.274056379E+00 1.233661526E+00 4.039485300E-02 3.525550000E-04 1.732230000E-04
295 1.649996187E+01 1.291825851E+00 1.239434719E+00 5.239113200E-02 1.291100641E+00 1.239182454E+00 5.191818700E-02 7.252100000E-04 2.522650000E-04
295 1.674996808E+01 1.311828092E+00 1.251139600E+00 6.068849200E-02 1.310345517E+00 1.250774438E+00 5.957107900E-02 1.482575000E-03 3.651620000E-04
295 1.700000000E+01 1.334655914E+00 1.269638991E+00 6.501692300E-02 1.331688358E+00 1.269123063E+00 6.256529500E-02 2.967556000E-03 5.159280000E-04
300 1.500000000E+01 1.191098708E+00 1.197089965E+00 -5.991257000E-03 1.191090575E+00 1.197067344E+00 -5.976769000E-03 8.133000000E-06 2.262100000E-05
300 1.524993176E+01 1.217636590E+00 1.204359433E+00 1.327715700E-02 1.217617395E+00 1.204324087E+00 1.329330800E-02 1.919500000E-05 3.534600000E-05
300 1.549996187E+01 1.233242398E+00 1.210555188E+00 2.268721000E-02 1.233204092E+00 1.210502726E+00 2.270136600E-02 3.830600000E-05 5.246200000E-05
300 1.574996808E+01 1.245924040E+00 1.220098654E+00 2.582538600E-02 1.245848491E+00 1.220020172E+00 2.582831900E-02 7.554900000E-05 7.848200000E-05
300 1.600000000E+01 1.260288740E+00 1.229782734E+00 3.050600600E-02 1.260137211E+00 1.229668830E+00 3.046838100E-02 1.515290000E-04 1.139040000E-04
300 1.624993176E+01 1.274971944E+00 1.235534134E+00 3.943781000E-02 1.274661764E+00 1.235374071E+00 3.928769300E-02 3.101800000E-04 1.600630000E-04
300 1.649996187E+01 1.291997195E+00 1.240877599E+00 5.111959600E-02 1.291353358E+00 1.240650213E+00 5.070314500E-02 6.438370000E-04 2.273860000E-04
300 1.674996808E+01 1.311351553E+00 1.252153648E+00 5.919790500E-02 1.310014703E+00 1.251827517E+00 5.818718600E-02 1.336850000E-03 3.261310000E-04
300 1.700000000E+01 1.333580739E+00 1.270756878E+00 6.282386100E-02 1.330835336E+00 1.270286247E+00 6.054908900E-02 2.745403000E-03 4.706310000E-04
305 1.500000000E+01 1.168229488E+00 1.195230688E+00 -2.700120000E-02 1.168224630E+00 1.195209716E+00 -2.698508600E-02 4.858000000E-06 2.097200000E-05
305 1.524993176E+01 1.212091617E+00 1.205290746E+00 6.800871000E-03 1.212074422E+00 1.205257345E+00 6.817077000E-03 1.719500000E-05 3.340100000E-05
305 1.549996187E+01 1.232915227E+00 1.212225698E+00 2.068952900E-02 1.232879870E+00 1.212174730E+00 2.070514000E-02 3.535700000E-05 5.096800000E-05
305 1.574996808E+01 1.247187987E+00 1.221838435E+00 2.534955200E-02 1.247119339E+00 1.221763982E+00 2.535535700E-02 6.864800000E-05 7.445300000E-05
305 1.600000000E+01 1.261366056E+00 1.231357778E+00 3.000827800E-02 1.261230795E+00 1.231250923E+00 2.997987200E-02 1.352610000E-04 1.068550000E-04
