T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.207082991E+00 1.199584354E+00 7.498637000E-03 1.207070204E+00 1.199553111E+00 7.517093000E-03 1.278700000E-05 3.124300000E-05
290 1.549996187E+01 1.232466631E+00 1.210005608E+00 2.246102300E-02 1.232414211E+00 1.209936124E+00 2.247808700E-02 5.242000000E-05 6.948400000E-05
290 1.600000000E+01 1.259794815E+00 1.227983209E+00 3.181160600E-02 1.259585519E+00 1.227845166E+00 3.174035300E-02 2.092960000E-04 1.380430000E-04
290 1.649996187E+01 1.293069140E+00 1.238447670E+00 5.462147000E-02 1.292227731E+00 1.238170439E+00 5.405729200E-02 8.414090000E-04 2.772310000E-04
290 1.700000000E+01 1.337783360E+00 1.269101945E+00 6.868141500E-02 1.334545638E+00 1.268536625E+00 6.600901300E-02 3.237722000E-03 5.653200000E-04
295 1.500000000E+01 1.202011859E+00 1.066074093E+00 1.359377660E-01 1.202001175E+00 1.066031253E+00 1.359699220E-01 1.068400000E-05 4.284000000E-05
295 1.549996187E+01 1.232758598E+00 1.066142408E+00 1.666161900E-01 1.232712775E+00 1.066058976E+00 1.666537990E-01 4.582300000E-05 8.343200000E-05
295 1.600000000E+01 1.259801981E+00 1.068409411E+00 1.913925700E-01 1.259618693E+00 1.068258736E+00 1.913599570E-01 1.832880000E-04 1.506750000E-04
295 1.649996187E+01 1.292054176E+00 1.073307371E+00 2.187468050E-01 1.291298717E+00 1.073045880E+00 2.182528370E-01 7.554590000E-04 2.614910000E-04
295 1.700000000E+01 1.335828452E+00 1.081143651E+00 2.546848010E-01 1.332804612E+00 1.080714168E+00 2.520904440E-01 3.023840000E-03 4.294830000E-04
300 1.500000000E+01 1.190663477E+00 1.198681522E+00 -8.018045000E-03 1.190655305E+00 1.198655983E+00 -8.000678000E-03 8.172000000E-06 2.553900000E-05
300 1.549996187E+01 1.233081586E+00 1.211598449E+00 2.148313700E-02 1.233040706E+00 1.211541004E+00 2.149970200E-02 4.088000000E-05 5.744500000E-05
300 1.600000000E+01 1.260769882E+00 1.230046999E+00 3.072288300E-02 1.260608852E+00 1.229927793E+00 3.068105900E-02 1.610300000E-04 1.192060000E-04
300 1.649996187E+01 1.292120917E+00 1.240783989E+00 5.133692800E-02 1.291449230E+00 1.240555530E+00 5.089370000E-02 6.716870000E-04 2.284590000E-04
300 1.700000000E+01 1.334961772E+00 1.270657908E+00 6.430386400E-02 1.332172747E+00 1.270167019E+00 6.200572800E-02 2.789025000E-03 4.908890000E-04
305 1.500000000E+01 1.166497729E+00 1.052100631E+00 1.143970980E-01 1.166493640E+00 1.052070294E+00 1.144233460E-01 4.089000000E-06 3.033700000E-05
305 1.549996187E+01 1.232585775E+00 1.078470203E+00 1.541155720E-01 1.232548383E+00 1.078380113E+00 1.541682700E-01 3.739200000E-05 9.009000000E-05
305 1.600000000E+01 1.262141802E+00 1.083544707E+00 1.785970950E-01 1.261998231E+00 1.083375600E+00 1.786226310E-01 1.435710000E-04 1.691070000E-04
305 1.649996187E+01 1.293131514E+00 1.089559543E+00 2.035719710E-01 1.292536898E+00 1.089264860E+00 2.032720380E-01 5.946160000E-04 2.946830000E-04
305 1.700000000E+01 1.335284158E+00 1.098488171E+00 2.367959870E-01 1.332758690E+00 1.098006778E+00 2.347519120E-01 2.525468000E-03 4.813930000E-04
310 1.500000000E+01 1.119147058E+00 1.191221206E+00 -7.207414800E-02 1.119150631E+00 1.191200207E+00 -7.204957600E-02 -3.573000000E-06 2.099900000E-05
310 1.549996187E+01 1.230160847E+00 1.214891457E+00 1.526939000E-02 1.230125989E+00 1.214838459E+00 1.528753000E-02 3.485800000E-05 5.299800000E-05
310 1.600000000E+01 1.264035780E+00 1.233827777E+00 3.020800300E-02 1.263904406E+00 1.233719884E+00 3.018452200E-02 1.313740000E-04 1.078930000E-04
310 1.649996187E+01 1.295060698E+00 1.246109031E+00 4.895166700E-02 1.294531842E+00 1.245901525E+00 4.863031700E-02 5.288560000E-04 2.075060000E-04
310 1.700000000E+01 1.336386651E+00 1.275332523E+00 6.105412800E-02 1.334114167E+00 1.274925791E+00 5.918837600E-02 2.272484000E-03 4.067320000E-04
315 1.500000000E+01 1.036360245E+00 1.003577454E+00 3.278279100E-02 1.036377153E+00 1.003573830E+00 3.280332300E-02 -1.690800000E-05 3.624000000E-06
315 1.549996187E+01 1.223479807E+00 1.085365405E+00 1.381144020E-01 1.223447533E+00 1.085276431E+00 1.381711020E-01 3.227400000E-05 8.897400000E-05
315 1.600000000E+01 1.265790444E+00 1.099625272E+00 1.661651720E-01 1.265665931E+00 1.099437171E+00 1.662287600E-01 1.245130000E-04 1.881010000E-04
315 1.649996187E+01 1.297641179E+00 1.106693472E+00 1.909477070E-01 1.297163650E+00 1.106366869E+00 1.907967810E-01 4.775290000E-04 3.266030000E-04
315 1.700000000E+01 1.338427908E+00 1.117320544E+00 2.211073640E-01 1.336388863E+00 1.116780928E+00 2.196079350E-01 2.039045000E-03 5.396160000E-04
320 1.500000000E+01 1.016806630E+00 1.138997848E+00 -1.221912180E-01 1.016794993E+00 1.138987535E+00 -1.221925420E-01 1.163700000E-05 1.031300000E-05
320 1.549996187E+01 1.208780455E+00 1.216772717E+00 -7.992262000E-03 1.208752898E+00 1.216716624E+00 -7.963726000E-03 2.755700000E-05 5.609300000E-05
320 1.600000000E+01 1.266983702E+00 1.238288162E+00 2.869554000E-02 1.266861479E+00 1.238173976E+00 2.868750300E-02 1.222230000E-04 1.141860000E-04
320 1.649996187E+01 1.300944388E+00 1.252616501E+00 4.832788700E-02 1.300501529E+00 1.252403773E+00 4.809775600E-02 4.428590000E-04 2.127280000E-04
320 1.700000000E+01 1.341345185E+00 1.281472563E+00 5.987262200E-02 1.339507950E+00 1.281080266E+00 5.842768400E-02 1.837235000E-03 3.922970000E-04
325 1.500000000E+01 1.018433763E+00 1.005639770E+00 1.279399300E-02 1.018420153E+00 1.005633528E+00 1.278662500E-02 1.361000000E-05 6.242000000E-06
