Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.210722886E+00 1.216691025E+00 -5.968139000E-03 1.203622291E+00 1.207537524E+00 -3.915233000E-03 7.100595000E-03 9.153501000E-03
1.468000E+10 1.211066680E+00 1.216749308E+00 -5.682628000E-03 1.206158824E+00 1.210357023E+00 -4.198199000E-03 4.907856000E-03 6.392285000E-03
2.154000E+10 1.211563229E+00 1.216834349E+00 -5.271120000E-03 1.208185117E+00 1.212397457E+00 -4.212340000E-03 3.378112000E-03 4.436892000E-03
3.162000E+10 1.212275114E+00 1.216958004E+00 -4.682890000E-03 1.209957045E+00 1.213893003E+00 -3.935958000E-03 2.318069000E-03 3.065001000E-03
4.642000E+10 1.213284966E+00 1.217137048E+00 -3.852082000E-03 1.211697690E+00 1.215027245E+00 -3.329555000E-03 1.587276000E-03 2.109803000E-03
6.813000E+10 1.214696003E+00 1.217394757E+00 -2.698754000E-03 1.213610507E+00 1.215946013E+00 -2.335506000E-03 1.085496000E-03 1.448744000E-03
1.000000E+11 1.216626109E+00 1.217762541E+00 -1.136432000E-03 1.215884018E+00 1.216769172E+00 -8.851540000E-04 7.420910000E-04 9.933690000E-04
1.468000E+11 1.219189906E+00 1.218281116E+00 9.087900000E-04 1.218682036E+00 1.217600291E+00 1.081745000E-03 5.078700000E-04 6.808250000E-04
2.154000E+11 1.222464154E+00 1.219000398E+00 3.463756000E-03 1.222115550E+00 1.218533477E+00 3.582073000E-03 3.486040000E-04 4.669210000E-04
3.162000E+11 1.226439867E+00 1.219976375E+00 6.463492000E-03 1.226199145E+00 1.219655478E+00 6.543667000E-03 2.407220000E-04 3.208970000E-04
4.642000E+11 1.230982259E+00 1.221263809E+00 9.718450000E-03 1.230814415E+00 1.221042276E+00 9.772139000E-03 1.678440000E-04 2.215330000E-04
6.813000E+11 1.235836616E+00 1.222904371E+00 1.293224500E-02 1.235717938E+00 1.222750252E+00 1.296768600E-02 1.186780000E-04 1.541190000E-04
1.000000E+12 1.240704781E+00 1.224913250E+00 1.579153100E-02 1.240619368E+00 1.224804674E+00 1.581469400E-02 8.541300000E-05 1.085760000E-04
1.468000E+12 1.245358350E+00 1.227270668E+00 1.808768200E-02 1.245295591E+00 1.227192692E+00 1.810289900E-02 6.275900000E-05 7.797600000E-05
2.154000E+12 1.249706424E+00 1.229925185E+00 1.978123900E-02 1.249659215E+00 1.229867700E+00 1.979151500E-02 4.720900000E-05 5.748500000E-05
3.162000E+12 1.253775139E+00 1.232809973E+00 2.096516600E-02 1.253738690E+00 1.232766220E+00 2.097247000E-02 3.644900000E-05 4.375300000E-05
4.642000E+12 1.257641575E+00 1.235864963E+00 2.177661200E-02 1.257612650E+00 1.235830515E+00 2.178213500E-02 2.892500000E-05 3.444800000E-05
6.813000E+12 1.261385486E+00 1.239054012E+00 2.233147400E-02 1.261361900E+00 1.239025995E+00 2.233590500E-02 2.358600000E-05 2.801700000E-05
1.000000E+13 1.265074918E+00 1.242370371E+00 2.270454700E-02 1.265055237E+00 1.242346978E+00 2.270825900E-02 1.968100000E-05 2.339300000E-05
