fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 7:17 293.6 39.49 1.000E+000 1.425E+000 3.593E-011 2.441E+003 3.366E+000 1.776E-005 1.720E-004 1.645E-001 1.719E-004 9.175E-006 3.246E-001 9.400E-002 9.750E-005 2.429E-003 
00L2 7:39 296.5 39.1 1.000E+000 1.550E+000 6.406E-011 2.376E+003 3.301E+000 1.871E-005 1.715E-004 1.591E-001 1.713E-004 8.801E-006 3.230E-001 9.070E-002 9.693E-005 1.990E-002 
00L3 7:57 299.2 38.75 1.000E+000 1.532E+000 1.018E-010 2.316E+003 3.273E+000 2.059E-005 1.735E-004 1.540E-001 1.733E-004 8.585E-006 3.216E-001 8.760E-002 9.789E-005 1.604E-003 
00L4 8:23 302.2 38.37 1.000E+000 1.467E+000 1.552E-010 2.249E+003 3.174E+000 2.093E-005 1.672E-004 1.465E-001 1.671E-004 7.804E-006 3.188E-001 8.300E-002 9.391E-005 2.706E-003 
00L5 8:44 304.6 38.06 1.000E+000 1.477E+000 2.344E-010 2.196E+003 3.134E+000 2.227E-005 1.665E-004 1.415E-001 1.663E-004 7.467E-006 3.172E-001 7.990E-002 9.334E-005 1.378E-003 
00L6 9:9 307 37.77 1.000E+000 1.566E+000 4.749E-010 2.142E+003 3.076E+000 2.562E-005 1.752E-004 1.365E-001 1.749E-004 7.599E-006 3.181E-001 7.710E-002 9.843E-005 4.464E-003 
00L7 9:51 312.3 37.13 1.000E+000 1.505E+000 7.892E-010 2.024E+003 3.011E+000 2.729E-005 1.751E-004 1.311E-001 1.748E-004 7.224E-006 3.151E-001 7.370E-002 9.789E-005 9.125E-004 
00L8 10:13 314.5 36.87 1.000E+000 1.386E+000 1.012E-009 1.975E+003 2.962E+000 2.872E-005 1.763E-004 1.275E-001 1.760E-004 7.053E-006 3.143E-001 7.160E-002 9.837E-005 1.031E-003 
00L9 10:41 317.7 36.49 1.000E+000 1.402E+000 1.556E-009 1.904E+003 2.897E+000 3.059E-005 1.757E-004 1.219E-001 1.754E-004 6.683E-006 3.125E-001 6.830E-002 9.770E-005 8.234E-003 
0L10 11:1 320.8 36.14 1.000E+000 1.537E+000 2.535E-009 1.835E+003 2.869E+000 3.418E-005 1.775E-004 1.164E-001 1.772E-004 6.399E-006 3.103E-001 6.490E-002 9.845E-005 9.357E-004 
0L11 11:33 322.8 35.92 1.000E+000 1.505E+000 3.205E-009 1.790E+003 2.827E+000 3.562E-005 1.785E-004 1.135E-001 1.783E-004 6.262E-006 3.096E-001 6.320E-002 9.892E-005 9.163E-004 
0L12 11:53 325.9 35.58 1.000E+000 1.459E+000 4.947E-009 1.721E+003 2.786E+000 3.891E-005 1.765E-004 1.072E-001 1.762E-004 5.792E-006 3.068E-001 5.940E-002 9.735E-005 2.558E-003 
0L13 12:22 328.8 35.26 1.000E+000 1.411E+000 7.016E-009 1.656E+003 2.738E+000 4.178E-005 1.782E-004 1.031E-001 1.779E-004 5.599E-006 3.054E-001 5.700E-002 9.806E-005 9.858E-004 
0L14 12:41 331.8 34.94 1.000E+000 1.411E+000 1.030E-008 1.589E+003 2.711E+000 4.682E-005 1.770E-004 9.665E-002 1.767E-004 5.166E-006 3.025E-001 5.320E-002 9.692E-005 1.027E-003 
