fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UDL060 12:42:50 314.3 36.89 1.000E+000 1.644E-001 1.627E-009 1.358E+003 2.598E+000 2.244E-005 2.315E-005 2.091E-002 2.314E-005 1.240E-007 2.563E-001 1.060E-002 1.159E-005 1.874E-002 
UDL065 12:39:04 314.3 36.89 1.000E+000 4.664E-001 2.026E-009 1.358E+003 2.647E+000 2.394E-005 3.356E-005 2.923E-002 3.354E-005 2.541E-007 2.592E-001 1.490E-002 1.694E-005 4.524E-003 
UDL070 12:36:12 314.3 36.89 1.000E+000 5.467E-001 2.316E-009 1.358E+003 2.702E+000 2.536E-005 4.453E-005 3.747E-002 4.450E-005 4.373E-007 2.623E-001 1.920E-002 2.266E-005 6.016E-001 
UDL075 12:30:28 314.3 36.89 1.000E+000 4.059E-001 2.200E-009 1.358E+003 2.685E+000 2.466E-005 5.440E-005 4.513E-002 5.438E-005 6.508E-007 2.652E-001 2.330E-002 2.781E-005 3.519E-002 
UDL080 12:26:50 314.4 36.88 1.000E+000 5.321E-001 2.325E-009 1.357E+003 2.675E+000 2.439E-005 6.576E-005 5.330E-002 6.573E-005 9.413E-007 2.687E-001 2.770E-002 3.386E-005 5.680E-003 
UDL085 12:22:56 314.2 36.9 1.000E+000 6.874E-001 2.571E-009 1.360E+003 2.743E+000 2.618E-005 8.109E-005 6.288E-002 8.103E-005 1.391E-006 2.730E-001 3.290E-002 4.214E-005 1.175E-002 
UDL090 12:15:46 314.2 36.9 1.000E+000 5.621E-001 2.319E-009 1.360E+003 2.709E+000 2.562E-005 9.739E-005 7.303E-002 9.733E-005 1.978E-006 2.782E-001 3.860E-002 5.111E-005 1.208E-002 
UDL095 12:12:16 314.3 36.89 1.000E+000 4.084E-001 1.918E-009 1.358E+003 2.623E+000 2.321E-005 1.110E-004 8.217E-002 1.110E-004 2.584E-006 2.833E-001 4.390E-002 5.872E-005 2.035E-002 
UDL100 12:08:36 314.3 36.89 1.000E+000 6.468E-001 2.488E-009 1.358E+003 2.718E+000 2.594E-005 1.302E-004 9.096E-002 1.302E-004 3.410E-006 2.881E-001 4.900E-002 6.946E-005 3.606E-002 
UDL105 12:04:36 314.4 36.88 1.000E+000 5.096E-001 2.291E-009 1.357E+003 2.719E+000 2.665E-005 1.496E-004 9.957E-002 1.495E-004 4.372E-006 2.937E-001 5.420E-002 8.052E-005 6.328E-002 
UDL110 12:00:48 314.3 36.89 1.000E+000 6.249E-001 2.474E-009 1.358E+003 2.730E+000 2.633E-005 1.704E-004 1.097E-001 1.702E-004 5.591E-006 2.995E-001 6.030E-002 9.257E-005 4.210E-002 
