N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.026904984E+00 1.024023979E+00 1.021743840E+00 1.020010214E+00
1.600000000E+01 1.260101259E+00 1.258780659E+00 1.256328668E+00 1.257049284E+00
1.700000000E+01 1.344157001E+00 1.343153105E+00 1.342056866E+00 1.342069830E+00
1.549996187E+01 1.097230563E+00 1.100127921E+00 1.105778085E+00 1.110302845E+00
1.649996187E+01 1.304003535E+00 1.303588036E+00 1.302728098E+00 1.302210784E+00
1.674996808E+01 1.324235477E+00 1.322250937E+00 1.322051372E+00 1.321453060E+00
1.624993176E+01 1.285133160E+00 1.283888441E+00 1.282873886E+00 1.281943180E+00
1.574996808E+01 1.212862996E+00 1.212393475E+00 1.212669305E+00 1.213836368E+00
1.524993176E+01 1.015131866E+00 1.013763279E+00 1.012791589E+00 1.012110232E+00
