fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 9:47:48 297 39.04 1.000E+000 9.577E-001 3.176E-006 3.729E+003 3.106E+000 6.816E-009 2.231E-003 
0002 9:50:52 297 39.04 1.000E+000 1.031E+000 2.915E-006 3.894E+003 3.147E+000 6.460E-009 2.079E-003 
0003 9:54:26 297 39.04 1.000E+000 8.837E-001 3.553E-006 3.770E+003 3.110E+000 6.755E-009 2.096E-003 
0004 10:00:54 297 39.04 1.000E+000 9.798E-001 3.412E-006 3.646E+003 3.081E+000 7.053E-009 2.636E-003 
0005 10:04:32 296.9 39.05 1.000E+000 9.686E-001 2.773E-006 3.878E+003 3.129E+000 6.469E-009 1.946E-003 
0006 10:09:50 296.9 39.05 1.000E+000 9.860E-001 2.744E-006 3.943E+003 3.145E+000 6.307E-009 2.091E-003 
0007 10:12:58 296.9 39.05 1.000E+000 9.526E-001 2.862E-006 3.819E+003 3.115E+000 6.588E-009 1.017E-002 
0008 10:17:36 296.9 39.05 1.000E+000 9.697E-001 2.793E-006 3.791E+003 3.108E+000 6.645E-009 2.001E-003 
0009 10:21:48 297 39.04 1.000E+000 9.340E-001 2.847E-006 3.815E+003 3.118E+000 6.605E-009 2.063E-003 
0010 10:24:20 297 39.04 1.000E+000 8.582E-001 3.288E-006 3.679E+003 3.079E+000 6.929E-009 2.179E-003 
0011 10:28:38 297.1 39.02 1.000E+000 9.597E-001 2.877E-006 3.838E+003 3.119E+000 6.623E-009 1.976E-003 
0012 10:30:52 297 39.04 1.000E+000 9.869E-001 2.745E-006 3.818E+003 3.122E+000 6.548E-009 2.002E-003 
0013 10:32:48 297 39.04 1.000E+000 9.991E-001 2.702E-006 3.816E+003 3.126E+000 6.525E-009 4.004E-003 
