T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.298136153E+00 1.243348036E+00 5.478811700E-02 1.297494470E+00 1.243113273E+00 5.438119700E-02 6.416830000E-04 2.347630000E-04
295 1.296822193E+00 1.243937510E+00 5.288468300E-02 1.296242392E+00 1.243722351E+00 5.252004100E-02 5.798010000E-04 2.151590000E-04
300 1.296565528E+00 1.244964601E+00 5.160092700E-02 1.296047878E+00 1.244771794E+00 5.127608400E-02 5.176500000E-04 1.928070000E-04
305 1.297103277E+00 1.247148607E+00 4.995467000E-02 1.296644469E+00 1.246970722E+00 4.967374700E-02 4.588080000E-04 1.778850000E-04
310 1.298607092E+00 1.249824682E+00 4.878241000E-02 1.298200033E+00 1.249656466E+00 4.854356700E-02 4.070590000E-04 1.682160000E-04
315 1.300859838E+00 1.252588771E+00 4.827106700E-02 1.300495357E+00 1.252428295E+00 4.806706200E-02 3.644810000E-04 1.604760000E-04
320 1.303666443E+00 1.255865757E+00 4.780068600E-02 1.303333954E+00 1.255703732E+00 4.763022200E-02 3.324890000E-04 1.620250000E-04
325 1.306751042E+00 1.259161443E+00 4.758959900E-02 1.306438411E+00 1.258991490E+00 4.744692100E-02 3.126310000E-04 1.699530000E-04
330 1.309963663E+00 1.262071378E+00 4.789228500E-02 1.309658923E+00 1.261889291E+00 4.776963200E-02 3.047400000E-04 1.820870000E-04
335 1.312705302E+00 1.264880242E+00 4.782506000E-02 1.312395936E+00 1.264675931E+00 4.772000500E-02 3.093660000E-04 2.043110000E-04
340 1.314627682E+00 1.267095215E+00 4.753246700E-02 1.314302740E+00 1.266861027E+00 4.744171300E-02 3.249420000E-04 2.341880000E-04
