N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 7.546270000E-04 4.635880000E-04 2.292670000E-04 3.365300000E-05
1.600000000E+01 1.349901800E-02 1.308104700E-02 1.281885800E-02 1.263614000E-02
1.700000000E+01 4.215860100E-02 4.280359800E-02 4.328418400E-02 4.366039700E-02
1.549996187E+01 7.085560000E-03 6.614926000E-03 6.277153000E-03 6.017438000E-03
1.649996187E+01 2.384875900E-02 2.384496000E-02 2.392639000E-02 2.407188500E-02
1.674996808E+01 3.268883300E-02 3.199141500E-02 3.224906800E-02 3.255189600E-02
1.624993176E+01 1.798925300E-02 1.772773500E-02 1.761321200E-02 1.756560100E-02
1.574996808E+01 9.987929000E-03 9.497555000E-03 9.153501000E-03 8.901176000E-03
1.524993176E+01 4.374909000E-03 3.970932000E-03 3.677872000E-03 3.441409000E-03
