N x
1.5136456E+0 1.2274576E+21
1.5005267E+0 1.2280313E+21
1.4873046E+0 1.2401124E+21
1.4742125E+0 1.2475888E+21
1.4609127E+0 1.2569758E+21
1.4477827E+0 1.2328837E+21
1.4337117E+0 1.2267868E+21
1.4201924E+0 1.2342949E+21
1.4060165E+0 1.2180181E+21
1.3918508E+0 1.2256070E+21
1.3775623E+0 1.2335481E+21
1.3632880E+0 1.2361030E+21
1.3487572E+0 1.2279414E+21
1.3339791E+0 1.2236451E+21
1.3190204E+0 1.2312515E+21
1.3040932E+0 1.2154286E+21
1.2883893E+0 1.2204550E+21
1.2732322E+0 1.2385360E+21
1.2576047E+0 1.2256432E+21
1.2417400E+0 1.2278171E+21
1.2257682E+0 1.2130387E+21
1.2090878E+0 1.2115413E+21
1.1926373E+0 1.2328536E+21
1.1760759E+0 1.2258583E+21
1.1589632E+0 1.2153868E+21
1.1416147E+0 1.2114627E+21
1.1238623E+0 1.2121200E+21
1.1059830E+0 1.2235381E+21
1.0879927E+0 1.2270902E+21
1.0696213E+0 1.2223985E+21
1.0508644E+0 1.2135638E+21
1.0315519E+0 1.2006970E+21
1.0116661E+0 1.2158407E+21
9.9209817E-1 1.2159041E+21
9.7140718E-1 1.2166330E+21
9.5103638E-1 1.2149432E+21
9.2937201E-1 1.1915686E+21
9.0719527E-1 1.1952663E+21
8.8460016E-1 1.1957679E+21
8.6129114E-1 1.2055163E+21
8.3785027E-1 1.2186168E+21
