T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.190782277E+00 1.194659902E+00 1.198374244E+00 1.205870720E+00 1.212123196E+00 1.215032297E+00 1.218359498E+00 1.228065306E+00 1.245300340E+00
295 1.190748263E+00 1.195798886E+00 1.200251911E+00 1.207370255E+00 1.214386741E+00 1.217739418E+00 1.221008510E+00 1.230463702E+00 1.247988124E+00
300 1.190202141E+00 1.197167093E+00 1.201820469E+00 1.209490736E+00 1.216824184E+00 1.220530735E+00 1.223515230E+00 1.232952737E+00 1.249550849E+00
305 1.186758572E+00 1.198138018E+00 1.204064534E+00 1.211743397E+00 1.219013768E+00 1.222899806E+00 1.226365886E+00 1.235684959E+00 1.251773241E+00
310 1.175967658E+00 1.197664288E+00 1.205625432E+00 1.213947529E+00 1.221246562E+00 1.225327977E+00 1.228994812E+00 1.238162010E+00 1.253709354E+00
315 1.147392761E+00 1.193376907E+00 1.206185867E+00 1.215230554E+00 1.223097048E+00 1.227416907E+00 1.230737709E+00 1.239738903E+00 1.255767606E+00
320 1.083045306E+00 1.180599087E+00 1.205149301E+00 1.216272838E+00 1.224073130E+00 1.228433630E+00 1.232326523E+00 1.241085178E+00 1.256872134E+00
325 1.011806209E+00 1.148979211E+00 1.200037126E+00 1.216084039E+00 1.224598425E+00 1.229191457E+00 1.232990857E+00 1.241446949E+00 1.256938601E+00
330 1.012989929E+00 1.082067657E+00 1.186017027E+00 1.213425057E+00 1.224230010E+00 1.228998383E+00 1.232093419E+00 1.240197429E+00 1.256089296E+00
335 1.016170318E+00 1.008953491E+00 1.154396012E+00 1.207181138E+00 1.221851541E+00 1.227159512E+00 1.230829764E+00 1.238557991E+00 1.252979589E+00
340 1.022050268E+00 1.009857110E+00 1.090644877E+00 1.192569026E+00 1.217949265E+00 1.224577899E+00 1.228501853E+00 1.235636994E+00 1.249162140E+00
