N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.199120749E+00 1.198331844E+00 1.197798866E+00 1.196072455E+00 1.191101971E+00 1.177877030E+00 1.146816782E+00 1.083022701E+00 1.014521213E+00 1.015487538E+00 1.018433137E+00
1.600000000E+01 1.231236981E+00 1.231639721E+00 1.232761304E+00 1.234270102E+00 1.236363846E+00 1.238635428E+00 1.240723058E+00 1.242694768E+00 1.244194602E+00 1.244458275E+00 1.243421585E+00
1.700000000E+01 1.274466402E+00 1.274813867E+00 1.275058869E+00 1.276389724E+00 1.278631411E+00 1.281658347E+00 1.284691822E+00 1.288063042E+00 1.291718569E+00 1.294389069E+00 1.296949981E+00
1.549996187E+01 1.211392946E+00 1.211853796E+00 1.212418015E+00 1.214223303E+00 1.215494522E+00 1.216603770E+00 1.217020790E+00 1.215351625E+00 1.209204718E+00 1.194385391E+00 1.162751417E+00
1.649996187E+01 1.243235603E+00 1.243773465E+00 1.244809153E+00 1.246990788E+00 1.249724682E+00 1.252543993E+00 1.255917564E+00 1.259117044E+00 1.261851683E+00 1.264534750E+00 1.266646467E+00
1.674996808E+01 1.255343007E+00 1.255460557E+00 1.256270895E+00 1.258292055E+00 1.260926353E+00 1.263706688E+00 1.267109585E+00 1.270465092E+00 1.273445222E+00 1.276637568E+00 1.279236944E+00
1.624993176E+01 1.237108330E+00 1.237863504E+00 1.239255848E+00 1.241015006E+00 1.243487072E+00 1.246250177E+00 1.248850280E+00 1.251588132E+00 1.253898198E+00 1.255450308E+00 1.256187681E+00
1.574996808E+01 1.221895377E+00 1.221753201E+00 1.222650112E+00 1.224157143E+00 1.226098926E+00 1.227765388E+00 1.229534671E+00 1.230643946E+00 1.230338929E+00 1.227910551E+00 1.220653054E+00
1.524993176E+01 1.205027941E+00 1.205071308E+00 1.205681362E+00 1.206441444E+00 1.206685158E+00 1.205160282E+00 1.199677051E+00 1.185245999E+00 1.152963356E+00 1.089353080E+00 1.011477573E+00
