fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
UDL0 9:8 298.6 38.83 1.000E+000 1.900E+000 5.695E-011 6.895E+002 2.730E+000 3.857E-006 1.815E-004 1.143E-001 1.810E-004 5.345E-006 2.584E-001 5.830E-002 9.152E-005 1.619E-003 
UDL1 9:11 298.7 38.82 1.000E+000 1.872E+000 5.712E-011 6.900E+002 2.715E+000 3.735E-006 1.884E-004 1.185E-001 1.879E-004 5.767E-006 2.589E-001 6.060E-002 9.500E-005 4.415E-003 
UDL2 9:13 298.7 38.82 1.000E+000 1.884E+000 5.823E-011 6.900E+002 2.740E+000 3.944E-006 1.857E-004 1.167E-001 1.852E-004 5.592E-006 2.589E-001 5.960E-002 9.368E-005 3.028E-003 
UDL3 9:15 298.8 38.8 1.000E+000 1.921E+000 6.093E-011 6.905E+002 2.782E+000 4.265E-006 1.845E-004 1.156E-001 1.840E-004 5.506E-006 2.590E-001 5.900E-002 9.316E-005 2.357E-003 
UDL4 9:18 298.8 38.8 1.000E+000 1.894E+000 5.881E-011 6.905E+002 2.720E+000 3.833E-006 1.841E-004 1.159E-001 1.836E-004 5.508E-006 2.587E-001 5.920E-002 9.288E-005 4.842E-003 
UDL5 9:21 298.9 38.79 1.000E+000 1.903E+000 5.981E-011 6.909E+002 2.737E+000 3.976E-006 1.883E-004 1.182E-001 1.877E-004 5.750E-006 2.592E-001 6.040E-002 9.504E-005 2.542E-002 
UDL6 9:24 299 38.78 1.000E+000 1.901E+000 6.075E-011 6.914E+002 2.730E+000 3.931E-006 1.869E-004 1.175E-001 1.864E-004 5.675E-006 2.590E-001 6.010E-002 9.428E-005 3.459E-003 
UDL7 9:26 299.1 38.76 1.000E+000 1.945E+000 6.163E-011 6.919E+002 2.720E+000 3.878E-006 1.848E-004 1.164E-001 1.843E-004 5.553E-006 2.589E-001 5.950E-002 9.317E-005 6.652E-003 
UDL8 9:29 299.2 38.75 1.000E+000 1.923E+000 6.216E-011 6.924E+002 2.726E+000 3.937E-006 1.835E-004 1.157E-001 1.830E-004 5.480E-006 2.588E-001 5.910E-002 9.256E-005 2.884E-003 
UDL9 9:32 299.2 38.75 1.000E+000 1.922E+000 6.235E-011 6.924E+002 2.724E+000 3.950E-006 1.848E-004 1.163E-001 1.842E-004 5.550E-006 2.590E-001 5.940E-002 9.328E-005 2.722E-003 
