N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 315 2.400E-4 1.195868802E+00 1.234180230E+00
1.468000E+10 1.000E+17 315 2.400E-4 1.208439362E+00 1.235723345E+00
2.154000E+10 1.000E+17 315 2.400E-4 1.218738204E+00 1.237777148E+00
3.162000E+10 1.000E+17 315 2.400E-4 1.227352095E+00 1.240414228E+00
4.642000E+10 1.000E+17 315 2.400E-4 1.234812399E+00 1.243653970E+00
6.813000E+10 1.000E+17 315 2.400E-4 1.241505265E+00 1.247435599E+00
1.000000E+11 1.000E+17 315 2.400E-4 1.247649789E+00 1.251615207E+00
1.468000E+11 1.000E+17 315 2.400E-4 1.253334122E+00 1.255998537E+00
2.154000E+11 1.000E+17 315 2.400E-4 1.258582823E+00 1.260398188E+00
3.162000E+11 1.000E+17 315 2.400E-4 1.263419089E+00 1.264684205E+00
4.642000E+11 1.000E+17 315 2.400E-4 1.267895652E+00 1.268803433E+00
6.813000E+11 1.000E+17 315 2.400E-4 1.272094581E+00 1.272767681E+00
1.000000E+12 1.000E+17 315 2.400E-4 1.276112366E+00 1.276628331E+00
1.468000E+12 1.000E+17 315 2.400E-4 1.280045555E+00 1.280453554E+00
2.154000E+12 1.000E+17 315 2.400E-4 1.283971446E+00 1.284317120E+00
3.162000E+12 1.000E+17 315 2.400E-4 1.288049762E+00 1.288349892E+00
4.642000E+12 1.000E+17 315 2.400E-4 1.292282881E+00 1.292480935E+00
6.813000E+12 1.000E+17 315 2.400E-4 1.296754834E+00 1.296937058E+00
1.000000E+13 1.000E+17 315 2.400E-4 1.301347432E+00 1.301517928E+00
