Bo Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.500000000E+01 1.000000000E+01 1.020000028E+00 1.111398640E+00 -9.139861200E-02 1.018240219E+00 1.110644013E+00 -9.240379400E-02 1.759809000E-03 7.546270000E-04
1.500000000E+01 1.016672606E+01 1.019981215E+00 1.111540220E+00 -9.155900500E-02 1.018745715E+00 1.111045049E+00 -9.229933400E-02 1.235500000E-03 4.951710000E-04
1.500000000E+01 1.033324570E+01 1.019953869E+00 1.111747344E+00 -9.179347500E-02 1.019094451E+00 1.111419263E+00 -9.232481200E-02 8.594180000E-04 3.280810000E-04
1.500000000E+01 1.049996187E+01 1.019914301E+00 1.112049937E+00 -9.213563600E-02 1.019320469E+00 1.111830446E+00 -9.250997700E-02 5.938320000E-04 2.194910000E-04
1.500000000E+01 1.066670514E+01 1.019857435E+00 1.112491013E+00 -9.263357800E-02 1.019449087E+00 1.112342794E+00 -9.289370700E-02 4.083480000E-04 1.482190000E-04
1.500000000E+01 1.083333839E+01 1.019776522E+00 1.113131870E+00 -9.335534800E-02 1.019496705E+00 1.113030849E+00 -9.353414400E-02 2.798170000E-04 1.010210000E-04
1.500000000E+01 1.100000000E+01 1.019663094E+00 1.114058620E+00 -9.439552600E-02 1.019471846E+00 1.113989053E+00 -9.451720700E-02 1.912480000E-04 6.956700000E-05
1.500000000E+01 1.116672606E+01 1.019507588E+00 1.115389643E+00 -9.588205500E-02 1.019377119E+00 1.115341148E+00 -9.596402900E-02 1.304690000E-04 4.849500000E-05
1.500000000E+01 1.133324570E+01 1.019301481E+00 1.117282315E+00 -9.798083400E-02 1.019212577E+00 1.117247967E+00 -9.803539000E-02 8.890400000E-05 3.434800000E-05
1.500000000E+01 1.149996187E+01 1.019042292E+00 1.119935145E+00 -1.008928530E-01 1.018981715E+00 1.119910282E+00 -1.009285670E-01 6.057700000E-05 2.486300000E-05
1.500000000E+01 1.166670514E+01 1.018743138E+00 1.123577496E+00 -1.048343580E-01 1.018701779E+00 1.123558957E+00 -1.048571780E-01 4.135900000E-05 1.853900000E-05
1.500000000E+01 1.183333839E+01 1.018447640E+00 1.128434463E+00 -1.099868230E-01 1.018419230E+00 1.128420078E+00 -1.100008480E-01 2.841000000E-05 1.438500000E-05
1.500000000E+01 1.200000000E+01 1.018247297E+00 1.134653238E+00 -1.164059410E-01 1.018227522E+00 1.134641530E+00 -1.164140080E-01 1.977500000E-05 1.170800000E-05
1.500000000E+01 1.216672606E+01 1.018291237E+00 1.142189992E+00 -1.238987550E-01 1.018277132E+00 1.142179970E+00 -1.239028380E-01 1.410500000E-05 1.002200000E-05
1.500000000E+01 1.233324570E+01 1.018772829E+00 1.150695839E+00 -1.319230100E-01 1.018762374E+00 1.150686887E+00 -1.319245130E-01 1.045500000E-05 8.952000000E-06
1.500000000E+01 1.249996187E+01 1.019885597E+00 1.159499570E+00 -1.396139730E-01 1.019877446E+00 1.159491355E+00 -1.396139090E-01 8.151000000E-06 8.215000000E-06
1.500000000E+01 1.266670514E+01 1.032272418E+00 1.167779538E+00 -1.355071200E-01 1.032278266E+00 1.167771952E+00 -1.354936860E-01 -5.848000000E-06 7.586000000E-06
1.500000000E+01 1.283333839E+01 1.060217848E+00 1.174899006E+00 -1.146811580E-01 1.060219505E+00 1.174892069E+00 -1.146725640E-01 -1.657000000E-06 6.937000000E-06
