Name T I01 I01tr n1 n1tr Rsh1 Rsh1tr I02 I02tr n2 n2tr Rsh2 Rsh2tr Rs Rstr Iph Iphtr rmsre
DE 260 1.565218923E-07 1.500000000E-05 3.226463732E+00 6.370441153E+00 7.956498228E+02 1.000000000E+04 8.195019254E-06 8.961014337E-06 2.747163930E+00 2.923076923E+00 1.410311292E+04 1.417531685E+04 1.039048098E+01 1.000000000E+01 1.201794910E-03 9.600000000E-04 1.063292630E-01
DE 260 1.899623956E-05 1.500000000E-05 9.489527102E+00 6.370441153E+00 5.009118394E+02 1.000000000E+04 6.011510238E-06 8.961014337E-06 1.948325547E+00 2.923076923E+00 1.269138379E+04 1.417531685E+04 3.657864537E+01 1.000000000E+01 1.423838858E-03 9.600000000E-04 3.267651777E-01
DE 260 4.608661890E-06 1.500000000E-05 5.008202008E+00 6.370441153E+00 2.168411536E+03 1.000000000E+04 8.316227893E-06 8.961014337E-06 2.803550790E+00 2.923076923E+00 1.361885053E+04 1.417531685E+04 6.101409004E+01 1.000000000E+01 1.095669473E-03 9.600000000E-04 2.553208229E-01
DE 260 5.914020056E-07 1.500000000E-05 3.559352745E+00 6.370441153E+00 2.816351977E+03 1.000000000E+04 9.135241857E-06 8.961014337E-06 2.739648610E+00 2.923076923E+00 1.434435911E+04 1.417531685E+04 1.545171218E+02 1.000000000E+01 1.112180028E-03 9.600000000E-04 3.565182929E-01
DE 260 1.427201416E-05 1.500000000E-05 6.166476830E+00 6.370441153E+00 8.394882048E+04 1.000000000E+04 1.044379625E-05 8.961014337E-06 2.990185474E+00 2.923076923E+00 1.502104751E+04 1.417531685E+04 6.210115389E+01 1.000000000E+01 9.990885346E-04 9.600000000E-04 1.760056058E-01
DE 260 6.855066933E-04 1.500000000E-05 2.360884907E+01 6.370441153E+00 4.119667956E+03 1.000000000E+04 7.621068645E-06 8.961014337E-06 2.259182434E+00 2.923076923E+00 1.332789455E+04 1.417531685E+04 8.669939220E+01 1.000000000E+01 1.523025996E-03 9.600000000E-04 3.359116814E-01
DE 260 1.611602358E-06 1.500000000E-05 4.420981432E+00 6.370441153E+00 9.966599737E+02 1.000000000E+04 1.043607120E-05 8.961014337E-06 3.232059356E+00 2.923076923E+00 1.510668694E+04 1.417531685E+04 1.259587862E-01 1.000000000E+01 1.199066258E-03 9.600000000E-04 1.957177126E-01
DE 260 9.637808436E-06 1.500000000E-05 5.768985693E+00 6.370441153E+00 5.093368675E+03 1.000000000E+04 1.092614451E-05 8.961014337E-06 3.072746420E+00 2.923076923E+00 1.499522376E+04 1.417531685E+04 7.055995507E+01 1.000000000E+01 1.042530650E-03 9.600000000E-04 1.311944297E-01
DE 260 1.613384818E-05 1.500000000E-05 7.187391728E+00 6.370441153E+00 8.262659436E+02 1.000000000E+04 9.250095342E-06 8.961014337E-06 2.664086946E+00 2.923076923E+00 1.437903708E+04 1.417531685E+04 3.377494816E+01 1.000000000E+01 1.308306151E-03 9.600000000E-04 2.529594420E-01
DE 260 4.229200318E-05 1.500000000E-05 9.206177815E+00 6.370441153E+00 1.354592910E+03 1.000000000E+04 7.848580806E-06 8.961014337E-06 2.298790493E+00 2.923076923E+00 1.370654792E+04 1.417531685E+04 1.018751364E-01 1.000000000E+01 1.095040596E-03 9.600000000E-04 1.108268525E-01
