N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+16 310 3.800E-4 2.888031E-1 2.585150E+1 4.561320E-1 7.849730E+1
1.468000E+10 1.778E+16 310 3.800E-4 2.877603E-1 2.573490E+1 4.557820E-1 7.848660E+1
2.154000E+10 1.778E+16 310 3.800E-4 2.862697E-1 2.556860E+1 4.552840E-1 7.847130E+1
3.162000E+10 1.778E+16 310 3.800E-4 2.841635E-1 2.533470E+1 4.545870E-1 7.844980E+1
4.642000E+10 1.778E+16 310 3.800E-4 2.812347E-1 2.501120E+1 4.536300E-1 7.841960E+1
6.813000E+10 1.778E+16 310 3.800E-4 2.772494E-1 2.457390E+1 4.523460E-1 7.837810E+1
1.000000E+11 1.778E+16 310 3.800E-4 2.719781E-1 2.400040E+1 4.506750E-1 7.832170E+1
1.468000E+11 1.778E+16 310 3.800E-4 2.652486E-1 2.327480E+1 4.484920E-1 7.826000E+1
2.154000E+11 1.778E+16 310 3.800E-4 2.570056E-1 2.238200E+1 4.458410E-1 7.813370E+1
3.162000E+11 1.778E+16 310 3.800E-4 2.473459E-1 2.136630E+1 4.427980E-1 7.803340E+1
4.642000E+11 1.778E+16 310 3.800E-4 2.364915E-1 2.024050E+1 4.393650E-1 7.791880E+1
6.813000E+11 1.778E+16 310 3.800E-4 2.247020E-1 1.901980E+1 4.354690E-1 7.775040E+1
1.000000E+12 1.778E+16 310 3.800E-4 2.121803E-1 1.775410E+1 4.313120E-1 7.760010E+1
1.468000E+12 1.778E+16 310 3.800E-4 1.990401E-1 1.644340E+1 4.266770E-1 7.744850E+1
2.154000E+12 1.778E+16 310 3.800E-4 1.853510E-1 1.508670E+1 4.216950E-1 7.720780E+1
3.162000E+12 1.778E+16 310 3.800E-4 1.712113E-1 1.371860E+1 4.161860E-1 7.701040E+1
4.642000E+12 1.778E+16 310 3.800E-4 1.567877E-1 1.233700E+1 4.103140E-1 7.670840E+1
6.813000E+12 1.778E+16 310 3.800E-4 1.423079E-1 1.097630E+1 4.038420E-1 7.639700E+1
1.000000E+13 1.778E+16 310 3.800E-4 1.280260E-1 9.667500E+0 3.969650E-1 7.608910E+1
1.468000E+13 1.778E+16 310 3.800E-4 1.141903E-1 8.417200E+0 3.896920E-1 7.566180E+1
2.154000E+13 1.778E+16 310 3.800E-4 1.010199E-1 7.252100E+0 3.818840E-1 7.519440E+1
3.162000E+13 1.778E+16 310 3.800E-4 8.869048E-2 6.189400E+0 3.736340E-1 7.471130E+1
4.642000E+13 1.778E+16 310 3.800E-4 7.732756E-2 5.226200E+0 3.649490E-1 7.407680E+1
6.813000E+13 1.778E+16 310 3.800E-4 6.700529E-2 4.370000E+0 3.557950E-1 7.332170E+1
1.000000E+14 1.778E+16 310 3.800E-4 5.775055E-2 3.619000E+0 3.461180E-1 7.242100E+1
