fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev  
001_315 001_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.147990152E-14 1.000000000E+20 1.211398739E+00 1.626628585E-15 2.172291262E-04 
001_315_SRH 001_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 6.663424944E-15 1.000000000E+20 1.225638536E+00 1.551931752E-15 3.833153932E-04 
002_315 002_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.450865824E-14 1.000000000E+20 1.215897599E+00 2.350661148E-15 2.549443369E-04 
002_315_SRH 002_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 9.710580243E-15 1.000000000E+20 1.225785593E+00 2.276895728E-15 3.860940083E-04 
003_315 003_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.887685770E-14 1.000000000E+20 1.219184101E+00 3.412739698E-15 2.894096784E-04 
003_315_SRH 003_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 1.410551779E-14 1.000000000E+20 1.225997577E+00 3.339854717E-15 3.901549317E-04 
004_315 004_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.512852110E-14 1.000000000E+20 1.221634572E+00 4.969638462E-15 3.202710447E-04 
004_315_SRH 004_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.039543605E-14 1.000000000E+20 1.226300643E+00 4.897695197E-15 3.960787395E-04 
005_315 005_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 3.397910893E-14 1.000000000E+20 1.223550855E+00 7.250289721E-15 3.483719030E-04 
005_315_SRH 005_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 2.929986151E-14 1.000000000E+20 1.226728893E+00 7.179459196E-15 4.046951853E-04 
006_315 006_315.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.632268018E-14 1.000000000E+20 1.225171005E+00 1.058844104E-14 3.755086173E-04 
006_315_SRH 006_315_srh.dat 315 36.81 1.000000000E+00 1.000000000E+00 0.000000000E+00 4.171767456E-14 1.000000000E+20 1.227324297E+00 1.051900527E-14 4.171769737E-04 
