fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00L1 7:4 297.3 39 1.000E+000 3.558E+000 3.906E-011 6.858E+002 2.810E+000 4.430E-006 1.728E-004 1.080E-001 1.719E-004 4.787E-006 2.580E-001 5.500E-002 8.688E-005 1.578E-003 
00L2 7:26 300.5 38.58 1.000E+000 3.445E+000 6.353E-011 6.936E+002 2.724E+000 4.505E-006 1.751E-004 1.098E-001 1.742E-004 4.954E-006 2.589E-001 5.610E-002 8.815E-005 2.895E-002 
00L3 7:47 303.6 38.19 1.000E+000 3.600E+000 1.132E-010 7.109E+002 2.709E+000 5.235E-006 1.760E-004 1.110E-001 1.751E-004 5.066E-006 2.606E-001 5.690E-002 8.888E-005 6.529E-003 
00L4 8:8 307.2 37.74 1.000E+000 3.594E+000 2.047E-010 7.344E+002 2.707E+000 6.411E-006 1.770E-004 1.122E-001 1.761E-004 5.195E-006 2.629E-001 5.780E-002 8.973E-005 9.289E-004 
00L5 8:28 310 37.4 1.000E+000 3.449E+000 3.212E-010 7.447E+002 2.703E+000 7.417E-006 1.763E-004 1.111E-001 1.754E-004 5.150E-006 2.643E-001 5.740E-002 8.957E-005 1.545E-002 
00L6 8:45 313.7 36.96 1.000E+000 3.391E+000 5.566E-010 7.438E+002 2.608E+000 7.622E-006 1.780E-004 1.108E-001 1.771E-004 5.208E-006 2.655E-001 5.740E-002 9.057E-005 1.241E-003 
00L7 9:3 315.2 36.78 1.000E+000 3.343E+000 7.156E-010 7.772E+002 2.662E+000 9.335E-006 1.755E-004 1.103E-001 1.747E-004 5.161E-006 2.677E-001 5.740E-002 8.975E-005 3.317E-002 
00L8 9:22 318.9 36.36 1.000E+000 3.329E+000 1.172E-009 7.642E+002 2.567E+000 9.589E-006 1.804E-004 1.102E-001 1.795E-004 5.324E-006 2.690E-001 5.750E-002 9.244E-005 3.045E-003 
00L9 9:41 320.6 36.16 1.000E+000 3.489E+000 1.582E-009 7.874E+002 2.625E+000 1.165E-005 1.756E-004 1.072E-001 1.748E-004 5.065E-006 2.703E-001 5.610E-002 9.012E-005 7.213E-003 
0L10 10:0 323.6 35.83 1.000E+000 3.730E+000 2.433E-009 7.952E+002 2.609E+000 1.318E-005 1.769E-004 1.061E-001 1.759E-004 5.076E-006 2.720E-001 5.570E-002 9.096E-005 7.051E-004 
0L11 10:20 325.8 35.59 1.000E+000 3.853E+000 3.324E-009 8.017E+002 2.590E+000 1.452E-005 1.789E-004 1.054E-001 1.779E-004 5.129E-006 2.736E-001 5.550E-002 9.224E-005 4.317E-004 
0L12 10:45 328.2 35.33 1.000E+000 4.015E+000 3.876E-009 6.696E+002 2.289E+000 9.026E-006 1.862E-004 1.016E-001 1.850E-004 5.030E-006 2.676E-001 5.290E-002 9.491E-005 5.513E-003 
0L13 11:5 330.5 35.08 1.000E+000 4.066E+000 6.241E-009 8.072E+002 2.552E+000 1.732E-005 1.790E-004 1.017E-001 1.779E-004 4.987E-006 2.756E-001 5.370E-002 9.270E-005 1.046E-003 
0L14 11:26 333.4 34.78 1.000E+000 3.434E+000 9.328E-009 7.812E+002 2.510E+000 1.845E-005 1.812E-004 9.897E-002 1.802E-004 4.915E-006 2.756E-001 5.230E-002 9.380E-005 1.463E-002 
0L15 11:57 335.9 34.52 1.000E+000 3.028E+000 1.275E-008 8.303E+002 2.544E+000 2.247E-005 1.756E-004 9.576E-002 1.748E-004 4.650E-006 2.778E-001 5.070E-002 9.153E-005 1.025E-003 
