N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 295 2.100E-4 1.026334667E+00 1.038125206E+00
1.468000E+10 3.162E+16 295 2.100E-4 1.029443690E+00 1.038498952E+00
2.154000E+10 3.162E+16 295 2.100E-4 1.032236533E+00 1.039034976E+00
3.162000E+10 3.162E+16 295 2.100E-4 1.034773634E+00 1.039798256E+00
4.642000E+10 3.162E+16 295 2.100E-4 1.037191029E+00 1.040872623E+00
6.813000E+10 3.162E+16 295 2.100E-4 1.039667614E+00 1.042359176E+00
1.000000E+11 3.162E+16 295 2.100E-4 1.042394033E+00 1.044367915E+00
1.468000E+11 3.162E+16 295 2.100E-4 1.045540856E+00 1.046998165E+00
2.154000E+11 3.162E+16 295 2.100E-4 1.049222955E+00 1.050307779E+00
3.162000E+11 3.162E+16 295 2.100E-4 1.053464818E+00 1.054278324E+00
4.642000E+11 3.162E+16 295 2.100E-4 1.058182971E+00 1.058795806E+00
6.813000E+11 3.162E+16 295 2.100E-4 1.063203462E+00 1.063665637E+00
1.000000E+12 3.162E+16 295 2.100E-4 1.068313038E+00 1.068660698E+00
1.468000E+12 3.162E+16 295 2.100E-4 1.073317292E+00 1.073577507E+00
2.154000E+12 3.162E+16 295 2.100E-4 1.078074434E+00 1.078267903E+00
3.162000E+12 3.162E+16 295 2.100E-4 1.082497293E+00 1.082639954E+00
4.642000E+12 3.162E+16 295 2.100E-4 1.086539159E+00 1.086643449E+00
6.813000E+12 3.162E+16 295 2.100E-4 1.090168202E+00 1.090239100E+00
1.000000E+13 3.162E+16 295 2.100E-4 1.093554762E+00 1.093609285E+00
