T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.278992254E+00 1.247120513E+00 3.187174100E-02 1.278900926E+00 1.247052026E+00 3.184890000E-02 9.132800000E-05 6.848700000E-05
295 1.277505587E+00 1.246098754E+00 3.140683300E-02 1.277423675E+00 1.246035570E+00 3.138810500E-02 8.191200000E-05 6.318400000E-05
300 1.276861577E+00 1.245891893E+00 3.096968400E-02 1.276788951E+00 1.245833995E+00 3.095495600E-02 7.262600000E-05 5.789800000E-05
305 1.276512121E+00 1.246083856E+00 3.042826500E-02 1.276448152E+00 1.246031767E+00 3.041638500E-02 6.396900000E-05 5.208900000E-05
310 1.277324168E+00 1.247309991E+00 3.001417700E-02 1.277267733E+00 1.247262276E+00 3.000545700E-02 5.643500000E-05 4.771500000E-05
315 1.278613354E+00 1.249051797E+00 2.956155700E-02 1.278563097E+00 1.249007318E+00 2.955577900E-02 5.025700000E-05 4.447900000E-05
320 1.279930719E+00 1.250739334E+00 2.919138500E-02 1.279885137E+00 1.250697576E+00 2.918756100E-02 4.558200000E-05 4.175800000E-05
325 1.280969378E+00 1.252903505E+00 2.806587300E-02 1.280926833E+00 1.252862305E+00 2.806452800E-02 4.254500000E-05 4.120000000E-05
330 1.279528363E+00 1.254733407E+00 2.479495600E-02 1.279487216E+00 1.254691126E+00 2.479609000E-02 4.114700000E-05 4.228100000E-05
335 1.277227759E+00 1.255907437E+00 2.132032200E-02 1.277186384E+00 1.255862335E+00 2.132404900E-02 4.137500000E-05 4.510200000E-05
340 1.270770062E+00 1.256128891E+00 1.464117100E-02 1.270726785E+00 1.256077754E+00 1.464903100E-02 4.327700000E-05 5.113700000E-05
