N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -9.793293100E-02 -1.130643670E-01 -1.275567500E-01 -1.422992580E-01
1.600000000E+01 3.174255300E-02 3.168951400E-02 3.124775500E-02 3.098826700E-02
1.700000000E+01 7.935189800E-02 7.912420500E-02 7.798119200E-02 7.866116400E-02
1.549996187E+01 1.315164100E-02 1.061622600E-02 9.817980000E-03 8.304476000E-03
1.649996187E+01 5.793779300E-02 5.770132700E-02 5.801629400E-02 5.852856400E-02
1.674996808E+01 7.048924100E-02 6.914895600E-02 6.999525400E-02 7.056541800E-02
1.624993176E+01 4.328190800E-02 4.343825000E-02 4.371572200E-02 4.401330900E-02
1.574996808E+01 2.394802200E-02 2.354349800E-02 2.234573500E-02 2.251910400E-02
1.524993176E+01 -1.681157800E-02 -2.216719600E-02 -2.701621000E-02 -3.192358500E-02
