N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.821638100E-02 1.877756600E-02 1.915512400E-02 1.941792400E-02
1.600000000E+01 6.046402000E-03 2.624384000E-03 -2.249485000E-03 -4.540076000E-03
1.700000000E+01 9.798993200E-02 1.021628630E-01 1.055170630E-01 1.091235570E-01
1.549996187E+01 -1.880385060E-01 -1.815805850E-01 -1.755458890E-01 -1.694516460E-01
1.649996187E+01 6.083470900E-02 6.409435600E-02 6.633553900E-02 6.819305500E-02
1.674996808E+01 8.197668200E-02 8.471331700E-02 8.864258400E-02 9.148492900E-02
1.624993176E+01 3.761079900E-02 3.819442800E-02 3.838750700E-02 3.815222600E-02
1.574996808E+01 -6.052350800E-02 -7.303149700E-02 -8.454104900E-02 -9.435925200E-02
1.524993176E+01 -9.334813800E-02 -7.600369800E-02 -5.955373700E-02 -4.411411200E-02
