N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.253420046E+00 1.249222242E+00 1.244501175E+00 1.240006305E+00
1.016672606E+01 1.265100346E+00 1.261252138E+00 1.256833602E+00 1.252647997E+00
1.033324570E+01 1.273884804E+00 1.270313686E+00 1.266153972E+00 1.262246935E+00
1.049996187E+01 1.280421800E+00 1.277064242E+00 1.273125149E+00 1.269469920E+00
1.066670514E+01 1.285277501E+00 1.282095154E+00 1.278359163E+00 1.274947953E+00
1.083333839E+01 1.288913847E+00 1.285900306E+00 1.282376935E+00 1.279226019E+00
1.100000000E+01 1.291700794E+00 1.288881483E+00 1.285606524E+00 1.282754088E+00
1.116672606E+01 1.293937119E+00 1.291364456E+00 1.288393691E+00 1.285891381E+00
1.133324570E+01 1.295868078E+00 1.293612892E+00 1.291010897E+00 1.288909685E+00
1.149996187E+01 1.297696359E+00 1.295835222E+00 1.293659552E+00 1.291992380E+00
1.166670514E+01 1.299586229E+00 1.298184770E+00 1.296467961E+00 1.295234497E+00
1.183333839E+01 1.301661914E+00 1.300756569E+00 1.299492290E+00 1.298652892E+00
1.200000000E+01 1.304003535E+00 1.303588036E+00 1.302728098E+00 1.302210784E+00
1.216672606E+01 1.306646230E+00 1.306669503E+00 1.306133846E+00 1.305851194E+00
1.233324570E+01 1.309586915E+00 1.309963758E+00 1.309658923E+00 1.309527119E+00
1.249996187E+01 1.312797962E+00 1.313427960E+00 1.313266336E+00 1.313218995E+00
1.266670514E+01 1.316243112E+00 1.317030706E+00 1.316944112E+00 1.316937862E+00
1.283333839E+01 1.319890994E+00 1.320760761E+00 1.320705443E+00 1.320717426E+00
1.300000000E+01 1.323723940E+00 1.324627048E+00 1.324580493E+00 1.324601387E+00
