T d154 d184 d214 d244
d 150 180 210 240
290 1.202055009E+00 1.198816449E+00 1.196088864E+00 1.194068477E+00
295 1.202592404E+00 1.199722707E+00 1.197200867E+00 1.195257771E+00
300 1.203821830E+00 1.201080405E+00 1.198715592E+00 1.196648950E+00
305 1.204961013E+00 1.202194058E+00 1.199765791E+00 1.197596143E+00
310 1.205194283E+00 1.202162395E+00 1.199466685E+00 1.197011894E+00
315 1.202368012E+00 1.198865653E+00 1.195440300E+00 1.192383196E+00
320 1.193339375E+00 1.188198561E+00 1.183285998E+00 1.178764778E+00
325 1.169129608E+00 1.160398397E+00 1.152407958E+00 1.145265749E+00
330 1.115137249E+00 1.099916017E+00 1.086530337E+00 1.074979419E+00
335 1.015451045E+00 1.010498526E+00 1.009573508E+00 1.008863605E+00
340 1.012354433E+00 1.011289193E+00 1.010494784E+00 1.009867172E+00
