T d154 d184 d214 d244
d 150 180 210 240
290 1.206716513E+00 1.204599112E+00 1.202989461E+00 1.202088605E+00
295 1.206665860E+00 1.204812269E+00 1.203313878E+00 1.202454939E+00
300 1.207443889E+00 1.205675331E+00 1.204324087E+00 1.203321317E+00
305 1.208358249E+00 1.206606453E+00 1.205257345E+00 1.204219483E+00
310 1.208789361E+00 1.206972376E+00 1.205582987E+00 1.204446443E+00
315 1.207123214E+00 1.205394120E+00 1.203826959E+00 1.202611961E+00
320 1.201446148E+00 1.199453400E+00 1.197680997E+00 1.196177569E+00
325 1.185435846E+00 1.183003490E+00 1.181059205E+00 1.179379233E+00
330 1.148362992E+00 1.145420699E+00 1.143488240E+00 1.141900063E+00
335 1.074625969E+00 1.071296615E+00 1.069921641E+00 1.069079407E+00
340 1.012932230E+00 1.011870046E+00 1.011145875E+00 1.010648254E+00
