T d154 d184 d214 d244
d 150 180 210 240
290 1.199381394E+00 1.196422341E+00 1.193795803E+00 1.191808379E+00
295 1.200186403E+00 1.197546759E+00 1.195087682E+00 1.193151788E+00
300 1.201575966E+00 1.199014391E+00 1.196695021E+00 1.194580655E+00
305 1.202788858E+00 1.200138451E+00 1.197699945E+00 1.195424331E+00
310 1.202985057E+00 1.199976611E+00 1.197174243E+00 1.194504557E+00
315 1.199967926E+00 1.196311776E+00 1.192572350E+00 1.189062630E+00
320 1.190454403E+00 1.184803195E+00 1.179131570E+00 1.173629160E+00
325 1.165064573E+00 1.155280254E+00 1.145600096E+00 1.136376603E+00
330 1.109739831E+00 1.091931508E+00 1.075313165E+00 1.059920642E+00
335 1.010601604E+00 1.009590774E+00 1.008830797E+00 1.008241660E+00
340 1.011230680E+00 1.010436668E+00 1.009842273E+00 1.009375720E+00
