N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.778E+16 320 3.300E-4 3.741726E+1 1.710060E+1 5.647580E-1 8.092390E+1
1.468000E+10 1.778E+16 320 3.300E-4 3.734264E+1 1.704960E+1 5.642720E-1 8.091340E+1
2.154000E+10 1.778E+16 320 3.300E-4 3.723708E+1 1.697790E+1 5.635950E-1 8.089870E+1
3.162000E+10 1.778E+16 320 3.300E-4 3.709008E+1 1.687890E+1 5.626700E-1 8.087830E+1
4.642000E+10 1.778E+16 320 3.300E-4 3.688967E+1 1.674520E+1 5.614370E-1 8.085060E+1
6.813000E+10 1.778E+16 320 3.300E-4 3.662403E+1 1.657000E+1 5.598410E-1 8.081490E+1
1.000000E+11 1.778E+16 320 3.300E-4 3.628426E+1 1.634870E+1 5.577870E-1 8.077850E+1
1.468000E+11 1.778E+16 320 3.300E-4 3.586764E+1 1.607380E+1 5.553730E-1 8.069200E+1
2.154000E+11 1.778E+16 320 3.300E-4 3.537987E+1 1.576430E+1 5.526480E-1 8.062480E+1
3.162000E+11 1.778E+16 320 3.300E-4 3.483402E+1 1.542280E+1 5.496500E-1 8.055130E+1
4.642000E+11 1.778E+16 320 3.300E-4 3.424564E+1 1.505760E+1 5.463320E-1 8.048100E+1
6.813000E+11 1.778E+16 320 3.300E-4 3.362661E+1 1.466850E+1 5.428670E-1 8.035460E+1
1.000000E+12 1.778E+16 320 3.300E-4 3.298156E+1 1.427270E+1 5.391880E-1 8.025930E+1
1.468000E+12 1.778E+16 320 3.300E-4 3.230879E+1 1.386160E+1 5.352030E-1 8.016330E+1
2.154000E+12 1.778E+16 320 3.300E-4 3.160378E+1 1.342770E+1 5.310470E-1 8.000710E+1
3.162000E+12 1.778E+16 320 3.300E-4 3.086234E+1 1.298340E+1 5.265460E-1 7.989530E+1
4.642000E+12 1.778E+16 320 3.300E-4 3.008190E+1 1.251490E+1 5.218610E-1 7.971970E+1
6.813000E+12 1.778E+16 320 3.300E-4 2.926140E+1 1.203690E+1 5.168810E-1 7.958460E+1
1.000000E+13 1.778E+16 320 3.300E-4 2.840092E+1 1.153760E+1 5.117260E-1 7.938640E+1
1.468000E+13 1.778E+16 320 3.300E-4 2.750155E+1 1.103170E+1 5.062980E-1 7.922800E+1
2.154000E+13 1.778E+16 320 3.300E-4 2.656540E+1 1.050890E+1 5.007460E-1 7.899950E+1
3.162000E+13 1.778E+16 320 3.300E-4 2.559557E+1 9.984000E+0 4.949080E-1 7.881580E+1
4.642000E+13 1.778E+16 320 3.300E-4 2.459622E+1 9.447900E+0 4.889750E-1 7.855600E+1
6.813000E+13 1.778E+16 320 3.300E-4 2.357250E+1 8.915000E+0 4.828160E-1 7.833140E+1
1.000000E+14 1.778E+16 320 3.300E-4 2.253049E+1 8.378100E+0 4.764960E-1 7.804020E+1
