Method Finner Holm Hochberg Holland
PSO 6.275249771E-04 6.277067984E-04 6.277067984E-04 6.275249771E-04
NNA 6.917405984E-01 1.000000000E+00 1.000000000E+00 8.861164704E-01
ISCA 7.772719907E-01 1.000000000E+00 1.000000000E+00 9.779020745E-01
WW 7.772719907E-01 1.000000000E+00 1.000000000E+00 9.840725217E-01
CWOA 9.259700389E-01 1.000000000E+00 1.000000000E+00 9.998779857E-01
GOTLBO 9.909422946E-01 1.000000000E+00 1.000000000E+00 9.999999714E-01
DE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
