Method Finner Holm Hochberg Holland
PSO 6.314816842E-01 9.608992030E-01 9.608992030E-01 6.314816842E-01
ISCA 9.969780596E-01 1.000000000E+00 1.000000000E+00 9.999885695E-01
NNA 9.969780596E-01 1.000000000E+00 1.000000000E+00 9.999777044E-01
CWOA 9.969780596E-01 1.000000000E+00 1.000000000E+00 9.999976641E-01
WW 9.969780596E-01 1.000000000E+00 1.000000000E+00 9.999866568E-01
DE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
