Method Finner Holm Hochberg Holland
PSO 3.740664228E-01 4.601691258E-01 4.601691258E-01 3.740664228E-01
GOTLBO 9.608685883E-01 1.000000000E+00 1.000000000E+00 9.999854652E-01
IJAYA 9.608685883E-01 1.000000000E+00 1.000000000E+00 9.999854652E-01
ISCA 9.608685883E-01 1.000000000E+00 1.000000000E+00 9.980979931E-01
NNA 9.608685883E-01 1.000000000E+00 1.000000000E+00 9.974789262E-01
CWOA 9.608685883E-01 1.000000000E+00 1.000000000E+00 9.990160896E-01
WW 9.608685883E-01 1.000000000E+00 1.000000000E+00 9.980327700E-01
DE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
