Ew Nt
4.4806087E-1 3.6800395E+15
4.4533475E-1 3.6590945E+15
4.4260861E-1 3.6563223E+15
4.3988246E-1 3.6526892E+15
4.3715632E-1 3.6294161E+15
4.3443018E-1 3.5777687E+15
4.3170404E-1 3.4960348E+15
4.2897791E-1 3.3879953E+15
4.2625176E-1 3.2643690E+15
4.2352563E-1 3.1401987E+15
4.2079948E-1 3.0275860E+15
4.1807334E-1 2.9310552E+15
4.1534721E-1 2.8496702E+15
4.1262107E-1 2.7820927E+15
4.0989493E-1 2.7283241E+15
4.0716879E-1 2.6875723E+15
4.0444265E-1 2.6564094E+15
4.0171651E-1 2.6301777E+15
3.9899037E-1 2.6062355E+15
3.9626423E-1 2.5853450E+15
3.9353809E-1 2.5695287E+15
3.9081195E-1 2.5585585E+15
3.8808582E-1 2.5490861E+15
3.8535968E-1 2.5379806E+15
3.8263354E-1 2.5269293E+15
3.7990740E-1 2.5235095E+15
3.7718126E-1 2.5371500E+15
3.7445512E-1 2.5732679E+15
3.7172898E-1 2.6302650E+15
3.6900284E-1 2.7009551E+15
3.6627670E-1 2.7764894E+15
3.6355056E-1 2.8501221E+15
3.6082442E-1 2.9194406E+15
3.5809828E-1 2.9866620E+15
3.5537214E-1 3.0568386E+15
3.5264601E-1 3.1345644E+15
3.4991987E-1 3.2210888E+15
3.4719373E-1 3.3138193E+15
3.4446759E-1 3.4082743E+15
3.4174145E-1 3.5005163E+15
3.3901531E-1 3.5881403E+15
3.3628917E-1 3.6697078E+15
3.3356303E-1 3.7438565E+15
3.3083689E-1 3.8090248E+15
3.2811075E-1 3.8637402E+15
3.2538461E-1 3.9068894E+15
3.2265847E-1 3.9376499E+15
3.1993233E-1 3.9552025E+15
3.1720619E-1 3.9585945E+15
3.1448006E-1 3.9470723E+15
3.1175392E-1 3.9207025E+15
3.0902778E-1 3.8807868E+15
3.0630164E-1 3.8295343E+15
3.0357550E-1 3.7690991E+15
3.0084936E-1 3.7006795E+15
2.9812322E-1 3.6242228E+15
2.9539708E-1 3.5382878E+15
2.9267094E-1 3.4386872E+15
2.8994480E-1 3.3148207E+15
2.8721866E-1 3.1444486E+15
2.8449252E-1 2.8905431E+15
2.8176638E-1 2.5061343E+15
2.7904025E-1 1.9513466E+15
2.7631411E-1 1.2186914E+15
2.7358797E-1 8.0034851E+14
