fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
00S1 7:23 300.4 38.6 1.000E+000 2.707E+000 3.926E-011 1.662E+004 2.905E+000 9.208E-006 1.447E-005 5.888E-002 1.446E-005 2.451E-007 2.879E-001 3.160E-002 7.731E-006 2.919E-003 
00S2 7:40 305.1 38 1.000E+000 2.813E+000 8.663E-011 1.400E+004 2.883E+000 1.148E-005 1.444E-005 5.042E-002 1.443E-005 2.051E-007 2.819E-001 2.680E-002 7.624E-006 9.939E-003 
00S3 7:54 307.4 37.72 1.000E+000 2.979E+000 1.287E-010 1.282E+004 2.879E+000 1.280E-005 1.458E-005 4.706E-002 1.457E-005 1.916E-007 2.794E-001 2.490E-002 7.664E-006 2.465E-003 
00S4 8:7 309.8 37.42 1.000E+000 3.116E+000 1.969E-010 1.165E+004 2.885E+000 1.472E-005 1.451E-005 4.259E-002 1.450E-005 1.707E-007 2.763E-001 2.240E-002 7.585E-006 9.747E-003 
00S5 8:20 312.6 37.09 1.000E+000 3.192E+000 3.048E-010 1.038E+004 2.876E+000 1.688E-005 1.479E-005 3.901E-002 1.478E-005 1.579E-007 2.739E-001 2.040E-002 7.701E-006 4.515E-003 
00S6 8:34 315.6 36.74 1.000E+000 3.289E+000 4.941E-010 9.113E+003 2.874E+000 1.973E-005 1.473E-005 3.451E-002 1.471E-005 1.375E-007 2.708E-001 1.800E-002 7.595E-006 1.545E-003 
00S7 8:51 318.5 36.4 1.000E+000 4.040E+000 8.043E-010 7.995E+003 2.866E+000 2.229E-005 1.449E-005 3.073E-002 1.447E-005 1.192E-007 2.681E-001 1.590E-002 7.451E-006 4.226E-003 
00S8 9:8 321.8 36.03 1.000E+000 3.869E+000 1.241E-009 6.845E+003 2.866E+000 2.594E-005 1.470E-005 2.744E-002 1.467E-005 1.070E-007 2.658E-001 1.410E-002 7.536E-006 1.052E-003 
00S9 9:25 324.4 35.74 1.000E+000 4.293E+000 1.623E-009 6.030E+003 2.836E+000 2.816E-005 1.368E-005 2.362E-002 1.365E-005 8.495E-008 2.634E-001 1.210E-002 6.963E-006 2.525E-003 
0S10 9:41 328.3 35.32 1.000E+000 4.094E+000 3.118E-009 4.959E+003 2.844E+000 3.432E-005 1.446E-005 2.100E-002 1.442E-005 7.921E-008 2.616E-001 1.070E-002 7.334E-006 9.827E-004 
0S11 9:55 331.1 35.02 1.000E+000 3.910E+000 4.526E-009 4.302E+003 2.837E+000 3.835E-005 1.450E-005 1.893E-002 1.446E-005 7.123E-008 2.602E-001 9.700E-003 7.267E-006 8.318E-004 
0S12 10:12 334.9 34.62 1.000E+000 4.842E+000 7.490E-009 3.560E+003 2.833E+000 4.497E-005 1.493E-005 1.675E-002 1.487E-005 6.447E-008 2.588E-001 8.500E-003 7.496E-006 9.809E-004 
