T d154 d184 d214 d244
d 150 180 210 240
290 1.202732026E+00 1.199488667E+00 1.196807393E+00 1.194835962E+00
295 1.203194275E+00 1.200324610E+00 1.197839976E+00 1.195963240E+00
300 1.204373938E+00 1.201640483E+00 1.199341200E+00 1.197329184E+00
305 1.205488891E+00 1.202745680E+00 1.200375757E+00 1.198303050E+00
310 1.205738051E+00 1.202762060E+00 1.200160954E+00 1.197832373E+00
315 1.203003212E+00 1.199630452E+00 1.196386308E+00 1.193551770E+00
320 1.194229334E+00 1.189383685E+00 1.184849653E+00 1.180772345E+00
325 1.170602887E+00 1.162531176E+00 1.155344734E+00 1.149117456E+00
330 1.117702448E+00 1.103791821E+00 1.091942503E+00 1.082097507E+00
335 1.019456873E+00 1.010714019E+00 1.009758445E+00 1.009027590E+00
340 1.012576929E+00 1.011448127E+00 1.010605924E+00 1.009939475E+00
