N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 3.082272600E-02 3.042992300E-02 3.011523400E-02 2.986632400E-02
1.016672606E+01 2.196612600E-02 2.163378600E-02 2.138324000E-02 2.119531400E-02
1.033324570E+01 1.548650700E-02 1.520739300E-02 1.500596000E-02 1.486028300E-02
1.049996187E+01 1.082543100E-02 1.059656900E-02 1.043593700E-02 1.032228200E-02
1.066670514E+01 7.515414000E-03 7.332986000E-03 7.206925000E-03 7.118729000E-03
1.083333839E+01 5.188704000E-03 5.046905000E-03 4.949588000E-03 4.881894000E-03
1.100000000E+01 3.566543000E-03 3.458522000E-03 3.384534000E-03 3.333249000E-03
1.116672606E+01 2.443179000E-03 2.362173000E-03 2.306706000E-03 2.268589000E-03
1.133324570E+01 1.669592000E-03 1.609673000E-03 1.568815000E-03 1.541188000E-03
1.149996187E+01 1.139570000E-03 1.095936000E-03 1.066529000E-03 1.047096000E-03
1.166670514E+01 7.781670000E-04 7.470070000E-04 7.264280000E-04 7.132620000E-04
1.183333839E+01 5.329760000E-04 5.113060000E-04 4.973160000E-04 4.887000000E-04
1.200000000E+01 3.674510000E-04 3.527930000E-04 3.436280000E-04 3.381780000E-04
1.216672606E+01 2.562030000E-04 2.466040000E-04 2.407850000E-04 2.375660000E-04
1.233324570E+01 1.816670000E-04 1.755950000E-04 1.721200000E-04 1.704080000E-04
1.249996187E+01 1.317720000E-04 1.281320000E-04 1.262240000E-04 1.255230000E-04
1.266670514E+01 9.828400000E-05 9.626200000E-05 9.536000000E-05 9.525500000E-05
1.283333839E+01 7.564300000E-05 7.462600000E-05 7.432100000E-05 7.450300000E-05
1.300000000E+01 6.006500000E-05 5.962400000E-05 5.961300000E-05 5.990800000E-05
