T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.244031095E+00 1.244105232E+00 1.244213395E+00 1.244370941E+00 1.244599730E+00 1.244930474E+00 1.245405480E+00 1.246081412E+00 1.247031131E+00 1.248343028E+00 1.250115597E+00 1.252445179E+00 1.255406829E+00 1.259032591E+00 1.263296845E+00 1.268119358E+00 1.273388494E+00 1.278992254E+00 1.284838432E+00
295 1.245698268E+00 1.245766561E+00 1.245866194E+00 1.246011229E+00 1.246221663E+00 1.246525459E+00 1.246960960E+00 1.247579146E+00 1.248445072E+00 1.249636946E+00 1.251241351E+00 1.253343080E+00 1.256009867E+00 1.259275264E+00 1.263126582E+00 1.267506123E+00 1.272328524E+00 1.277505587E+00 1.282963377E+00
300 1.247671479E+00 1.247737934E+00 1.247834814E+00 1.247975662E+00 1.248179614E+00 1.248473233E+00 1.248892495E+00 1.249484512E+00 1.250308123E+00 1.251432272E+00 1.252931003E+00 1.254874635E+00 1.257318063E+00 1.260288740E+00 1.263778788E+00 1.267746421E+00 1.272128939E+00 1.276861577E+00 1.281874841E+00
305 1.249054357E+00 1.249124628E+00 1.249226929E+00 1.249375339E+00 1.249589567E+00 1.249896569E+00 1.250332167E+00 1.250941952E+00 1.251780649E+00 1.252909031E+00 1.254387849E+00 1.256269778E+00 1.258591220E+00 1.261366056E+00 1.264583176E+00 1.268209576E+00 1.272200374E+00 1.276512121E+00 1.281111438E+00
310 1.250288835E+00 1.250371550E+00 1.250491731E+00 1.250665571E+00 1.250915441E+00 1.251271358E+00 1.251772050E+00 1.252464712E+00 1.253402401E+00 1.254638367E+00 1.256218020E+00 1.258171276E+00 1.260508779E+00 1.263222930E+00 1.266291908E+00 1.269685170E+00 1.273370896E+00 1.277324168E+00 1.281531080E+00
315 1.250107390E+00 1.250216563E+00 1.250374857E+00 1.250603097E+00 1.250929602E+00 1.251391519E+00 1.252035102E+00 1.252913441E+00 1.254080591E+00 1.255581509E+00 1.257440645E+00 1.259655239E+00 1.262198585E+00 1.265031849E+00 1.268116191E+00 1.271419838E+00 1.274921594E+00 1.278613354E+00 1.282499711E+00
320 1.247039118E+00 1.247198939E+00 1.247430179E+00 1.247762613E+00 1.248236101E+00 1.248901749E+00 1.249820700E+00 1.251058619E+00 1.252673649E+00 1.254698840E+00 1.257125131E+00 1.259897213E+00 1.262930216E+00 1.266139705E+00 1.269464900E+00 1.272874057E+00 1.276359253E+00 1.279930719E+00 1.283611977E+00
325 1.239088703E+00 1.239340548E+00 1.239704380E+00 1.240226250E+00 1.240967113E+00 1.242003588E+00 1.243424313E+00 1.245318293E+00 1.247752109E+00 1.250738641E+00 1.254210602E+00 1.258022049E+00 1.261991037E+00 1.265963108E+00 1.269851452E+00 1.273633864E+00 1.277327608E+00 1.280969378E+00 1.284605546E+00
330 1.221223790E+00 1.221636499E+00 1.222232233E+00 1.223085601E+00 1.224294708E+00 1.225981407E+00 1.228283248E+00 1.231331365E+00 1.235208534E+00 1.239893152E+00 1.245215270E+00 1.250868635E+00 1.256502330E+00 1.261847197E+00 1.266786117E+00 1.271329833E+00 1.275549427E+00 1.279528363E+00 1.283346473E+00
335 1.190727815E+00 1.191405358E+00 1.192383288E+00 1.193783922E+00 1.195767756E+00 1.198533368E+00 1.202303159E+00 1.207283822E+00 1.213592438E+00 1.221156352E+00 1.229634941E+00 1.238444988E+00 1.246938189E+00 1.254645359E+00 1.261406297E+00 1.267305856E+00 1.272522905E+00 1.277227759E+00 1.281555681E+00
340 1.139078952E+00 1.140149160E+00 1.141694986E+00 1.143911407E+00 1.147055443E+00 1.151447111E+00 1.157448140E+00 1.165398875E+00 1.175495185E+00 1.187614166E+00 1.201165402E+00 1.215118540E+00 1.228314097E+00 1.239921172E+00 1.249694209E+00 1.257850713E+00 1.264767106E+00 1.270770062E+00 1.276088951E+00
