N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.208124189E+00 1.204367961E+00 1.194579927E+00 1.172260991E+00 1.127210049E+00 1.046433301E+00 1.011455056E+00 1.012415181E+00 1.014932309E+00 1.019532888E+00 1.026910244E+00
1.016672606E+01 1.208200190E+00 1.204484876E+00 1.194788976E+00 1.172657178E+00 1.127944240E+00 1.047664005E+00 1.011454905E+00 1.012398727E+00 1.014894370E+00 1.019466569E+00 1.026807843E+00
1.033324570E+01 1.208310610E+00 1.204654280E+00 1.195091295E+00 1.173229758E+00 1.129005834E+00 1.049446691E+00 1.011455070E+00 1.012375212E+00 1.014839650E+00 1.019370602E+00 1.026659357E+00
1.049996187E+01 1.208470362E+00 1.204898337E+00 1.195525614E+00 1.174051455E+00 1.130530262E+00 1.052013034E+00 1.011456124E+00 1.012342036E+00 1.014761375E+00 1.019232646E+00 1.026445261E+00
1.066670514E+01 1.208700083E+00 1.205247045E+00 1.196143552E+00 1.175218649E+00 1.132697485E+00 1.055674585E+00 1.011459354E+00 1.012296134E+00 1.014650755E+00 1.019036248E+00 1.026139108E+00
1.083333839E+01 1.209027516E+00 1.205739493E+00 1.197010714E+00 1.176852489E+00 1.135734332E+00 1.060830978E+00 1.011470144E+00 1.012234495E+00 1.014497194E+00 1.018760590E+00 1.025706566E+00
1.100000000E+01 1.209488584E+00 1.206423665E+00 1.198204261E+00 1.179092478E+00 1.139902796E+00 1.067956667E+00 1.011489063E+00 1.012155551E+00 1.014289601E+00 1.018381621E+00 1.025106093E+00
1.116672606E+01 1.210127293E+00 1.207353349E+00 1.199803757E+00 1.182075793E+00 1.145460310E+00 1.077540810E+00 1.011530056E+00 1.012062133E+00 1.014019876E+00 1.017876170E+00 1.024293457E+00
1.133324570E+01 1.210993629E+00 1.208580498E+00 1.201872098E+00 1.185895542E+00 1.152577331E+00 1.089947805E+00 1.011614441E+00 1.011966863E+00 1.013689969E+00 1.017231241E+00 1.023233459E+00
1.149996187E+01 1.212138871E+00 1.210143046E+00 1.204427380E+00 1.190539734E+00 1.161212395E+00 1.105183661E+00 1.011779564E+00 1.011900291E+00 1.013323371E+00 1.016460346E+00 1.021922330E+00
1.166670514E+01 1.213609437E+00 1.212052431E+00 1.207416649E+00 1.195834913E+00 1.170988848E+00 1.122628905E+00 1.039237230E+00 1.011920158E+00 1.012979161E+00 1.015625209E+00 1.020420378E+00
1.183333839E+01 1.215442149E+00 1.214289995E+00 1.210713989E+00 1.201444653E+00 1.181178822E+00 1.140935182E+00 1.069515904E+00 1.012116558E+00 1.012761213E+00 1.014852796E+00 1.018883255E+00
1.200000000E+01 1.217663560E+00 1.216819903E+00 1.214161303E+00 1.206965976E+00 1.190897425E+00 1.158337289E+00 1.099031520E+00 1.012605237E+00 1.012810231E+00 1.014328847E+00 1.017563627E+00
1.216672606E+01 1.220291419E+00 1.219612456E+00 1.217636590E+00 1.212091617E+00 1.199456225E+00 1.173362829E+00 1.124818167E+00 1.043514836E+00 1.013272248E+00 1.014252436E+00 1.016752801E+00
1.233324570E+01 1.223332340E+00 1.222657961E+00 1.221099029E+00 1.216721408E+00 1.206623953E+00 1.185441229E+00 1.145400853E+00 1.076404702E+00 1.014255954E+00 1.014768415E+00 1.016673041E+00
1.249996187E+01 1.226774794E+00 1.225959272E+00 1.224576825E+00 1.220937894E+00 1.212587597E+00 1.195034746E+00 1.161096712E+00 1.101598496E+00 1.015809889E+00 1.015926449E+00 1.017395781E+00
1.266670514E+01 1.230585629E+00 1.229515049E+00 1.228120722E+00 1.224894244E+00 1.217704250E+00 1.202602729E+00 1.173163886E+00 1.120768397E+00 1.037880367E+00 1.017700381E+00 1.018859350E+00
1.283333839E+01 1.234717115E+00 1.233312500E+00 1.231769711E+00 1.228722981E+00 1.222289000E+00 1.208931524E+00 1.182823650E+00 1.135868433E+00 1.060132800E+00 1.020045492E+00 1.020961997E+00
1.300000000E+01 1.239119066E+00 1.237331580E+00 1.235543867E+00 1.232508783E+00 1.226542258E+00 1.214440154E+00 1.190869126E+00 1.148220059E+00 1.078429986E+00 1.022946279E+00 1.023643418E+00
