T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 1.309189692E+00 1.309357785E+00 1.309602257E+00 1.309956699E+00 1.310467997E+00 1.311200078E+00 1.312237199E+00 1.313684910E+00 1.315665767E+00 1.318306037E+00 1.321711332E+00 1.325934546E+00 1.330948332E+00 1.336639415E+00 1.342834037E+00 1.349343497E+00 1.356003896E+00 1.362691626E+00 1.369317484E+00
295 1.309125529E+00 1.309277440E+00 1.309498534E+00 1.309819327E+00 1.310282515E+00 1.310946566E+00 1.311889015E+00 1.313207942E+00 1.315018993E+00 1.317444569E+00 1.320592767E+00 1.324528222E+00 1.329244797E+00 1.334655914E+00 1.340613169E+00 1.346946244E+00 1.353501175E+00 1.360157814E+00 1.366826531E+00
300 1.310131579E+00 1.310268025E+00 1.310466706E+00 1.310755112E+00 1.311171793E+00 1.311769674E+00 1.312619244E+00 1.313810297E+00 1.315449934E+00 1.317653893E+00 1.320528733E+00 1.324146164E+00 1.328517327E+00 1.333580739E+00 1.339214830E+00 1.345271503E+00 1.351611426E+00 1.358122269E+00 1.364717566E+00
305 1.312146009E+00 1.312268745E+00 1.312447499E+00 1.312707013E+00 1.313082013E+00 1.313620199E+00 1.314385226E+00 1.315458420E+00 1.316937411E+00 1.318929034E+00 1.321534471E+00 1.324827286E+00 1.328830506E+00 1.333503995E+00 1.338752297E+00 1.344451765E+00 1.350481638E+00 1.356741693E+00 1.363152568E+00
310 1.315125664E+00 1.315237695E+00 1.315400835E+00 1.315637618E+00 1.315979623E+00 1.316470168E+00 1.317166944E+00 1.318143511E+00 1.319488089E+00 1.321297437E+00 1.323664230E+00 1.326658665E+00 1.330309138E+00 1.334590915E+00 1.339431134E+00 1.344730301E+00 1.350388433E+00 1.356320838E+00 1.362458970E+00
315 1.318827038E+00 1.318931972E+00 1.319084712E+00 1.319306240E+00 1.319625855E+00 1.320083613E+00 1.320732487E+00 1.321639496E+00 1.322884178E+00 1.324552781E+00 1.326727063E+00 1.329468984E+00 1.332805457E+00 1.336719918E+00 1.341156679E+00 1.346038068E+00 1.351285461E+00 1.356832155E+00 1.362623686E+00
320 1.322821585E+00 1.322923863E+00 1.323072616E+00 1.323288121E+00 1.323598538E+00 1.324042089E+00 1.324668792E+00 1.325541014E+00 1.326731226E+00 1.328315766E+00 1.330364165E+00 1.332926177E+00 1.336020613E+00 1.339631159E+00 1.343712187E+00 1.348203299E+00 1.353045742E+00 1.358191600E+00 1.363602637E+00
325 1.327113742E+00 1.327218210E+00 1.327370026E+00 1.327589663E+00 1.327905402E+00 1.328355252E+00 1.328988309E+00 1.329864479E+00 1.331051260E+00 1.332616261E+00 1.334616204E+00 1.337085268E+00 1.340027989E+00 1.343420193E+00 1.347218299E+00 1.351373209E+00 1.355842896E+00 1.360597610E+00 1.365616399E+00
330 1.330921772E+00 1.331033747E+00 1.331196285E+00 1.331431120E+00 1.331767980E+00 1.332246479E+00 1.332917005E+00 1.333839529E+00 1.335078972E+00 1.336695908E+00 1.338734202E+00 1.341209904E+00 1.344107742E+00 1.347387978E+00 1.351000869E+00 1.354901846E+00 1.359061321E+00 1.363465817E+00 1.368111563E+00
335 1.334228081E+00 1.334353560E+00 1.334535606E+00 1.334798209E+00 1.335174189E+00 1.335706756E+00 1.336450037E+00 1.337466846E+00 1.338822239E+00 1.340571666E+00 1.342746340E+00 1.345341878E+00 1.348318016E+00 1.351612044E+00 1.355159904E+00 1.358914403E+00 1.362853358E+00 1.366976783E+00 1.371296971E+00
340 1.336623887E+00 1.336769879E+00 1.336981415E+00 1.337286261E+00 1.337721970E+00 1.338337576E+00 1.339193683E+00 1.340358983E+00 1.341901374E+00 1.343873130E+00 1.346292958E+00 1.349133727E+00 1.352325327E+00 1.355775149E+00 1.359397133E+00 1.363134467E+00 1.366967190E+00 1.370905510E+00 1.374976005E+00
