cprpf1Mn1.dat - 2.5.2024  :40756000
T=294.22 f=1000000 Vm=0.01 Im=10

cprpf1Mn2.dat - 2.5.2024  :40850000
T=294.24 f=1000000 Vm=0.01 Im=10

cprp100fn1.dat - 2.5.2024  :40944000
T=294.26 f=100000 Vm=0.01 Im=10

cprp100fn2.dat - 2.5.2024  :41036000
T=294.28 f=100000 Vm=0.01 Im=10

cprp10fn1.dat - 2.5.2024  :41132000
T=294.30 f=10000 Vm=0.01 Im=10

cprp10fn2.dat - 2.5.2024  :41224000
T=294.31 f=10000 Vm=0.01 Im=10

cprpf1Mn3.dat - 2.5.2024  :41384000
T=294.35 f=1000000 Vm=0.01 Im=10

cprpf1Mn4.dat - 2.5.2024  :41476000
T=294.38 f=1000000 Vm=0.01 Im=10

cprp100fn3.dat - 2.5.2024  :41570000
T=294.41 f=100000 Vm=0.01 Im=10

cprp100fn4.dat - 2.5.2024  :41664000
T=294.42 f=100000 Vm=0.01 Im=10

cprp10fn3.dat - 2.5.2024  :41758000
T=294.44 f=10000 Vm=0.01 Im=10

cprp10fn4.dat - 2.5.2024  :41852000
T=294.47 f=10000 Vm=0.01 Im=10

cpg0Vn1.dat - 2.5.2024  :42188000
T=294.54 f=1000000 Vm=0.01 Im=10

cpg0V4n1.dat - 2.5.2024  :42440000
T=294.59 f=1000000 Vb=0.4 Vm=0.01 Im=10

rrm1V2n1.dat - 2.5.2024  :42624000
T=294.62 f=1000000 Vb=-1.2 Vm=0.01 Im=10

rrm1Vn1.dat - 2.5.2024  :42764000
T=294.65 f=1000000 Vb=-1 Vm=0.01 Im=10

rrm0V8n1.dat - 2.5.2024  :42906000
T=294.68 f=1000000 Vb=-0.8 Vm=0.01 Im=10

rrm0V6n1.dat - 2.5.2024  :43046000
T=294.70 f=1000000 Vb=-0.6 Vm=0.01 Im=10

rrm0V4n1.dat - 2.5.2024  :43188000
T=294.72 f=1000000 Vb=-0.4 Vm=0.01 Im=10

rrm0V2n1.dat - 2.5.2024  :43328000
T=294.73 f=1000000 Vb=-0.2 Vm=0.01 Im=10

rr2V22E-16n1.dat - 2.5.2024  :43470000
T=294.74 f=1000000 Vm=0.01 Im=10

rr0V2n1.dat - 2.5.2024  :43610000
T=294.75 f=1000000 Vb=0.2 Vm=0.01 Im=10

rr0V4n1.dat - 2.5.2024  :43752000
T=294.76 f=1000000 Vb=0.4 Vm=0.01 Im=10

i1.dat - 3.5.2024  :29282000
T=296.04

i2.dat - 3.5.2024  :29304000
T=296.07

i3.dat - 3.5.2024  :29340000
T=296.09

i4.dat - 3.5.2024  :29370000
T=296.09

