N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 1.191060783E+00 1.208695640E+00 1.218703169E+00 1.228116004E+00 1.235101068E+00 1.241096382E+00 1.246190870E+00 1.250678711E+00 1.257116036E+00
1.016672606E+01 1.191515469E+00 1.209426017E+00 1.219920613E+00 1.230066814E+00 1.238011245E+00 1.245066252E+00 1.251140392E+00 1.256480897E+00 1.263805834E+00
1.033324570E+01 1.191908861E+00 1.209984146E+00 1.220844430E+00 1.231595930E+00 1.240418506E+00 1.248564202E+00 1.255745167E+00 1.262016208E+00 1.270100803E+00
1.049996187E+01 1.192292775E+00 1.210434278E+00 1.221556285E+00 1.232786079E+00 1.242367026E+00 1.251567464E+00 1.259966471E+00 1.267361032E+00 1.276297385E+00
1.066670514E+01 1.192717793E+00 1.210832640E+00 1.222131212E+00 1.233727590E+00 1.243933539E+00 1.254089697E+00 1.263741264E+00 1.272465534E+00 1.282502767E+00
1.083333839E+01 1.193237229E+00 1.211230738E+00 1.222637416E+00 1.234511150E+00 1.245218326E+00 1.256197114E+00 1.267046890E+00 1.277233305E+00 1.288673092E+00
1.100000000E+01 1.193909970E+00 1.211679047E+00 1.223138783E+00 1.235224794E+00 1.246333710E+00 1.258001220E+00 1.269933471E+00 1.281603272E+00 1.294690713E+00
1.116672606E+01 1.194800791E+00 1.212230219E+00 1.223698707E+00 1.235955077E+00 1.247397072E+00 1.259643173E+00 1.272523092E+00 1.285602343E+00 1.300456798E+00
1.133324570E+01 1.195976060E+00 1.212940876E+00 1.224384057E+00 1.236790576E+00 1.248529104E+00 1.261280484E+00 1.274990232E+00 1.289355386E+00 1.305961857E+00
1.149996187E+01 1.197493201E+00 1.213871178E+00 1.225268083E+00 1.237825549E+00 1.249854861E+00 1.263078568E+00 1.277537678E+00 1.293060851E+00 1.311306559E+00
1.166670514E+01 1.199384682E+00 1.215081714E+00 1.226431038E+00 1.239161458E+00 1.251503714E+00 1.265203823E+00 1.280373291E+00 1.296948543E+00 1.316670997E+00
1.183333839E+01 1.201643818E+00 1.216628758E+00 1.227957436E+00 1.240903931E+00 1.253604247E+00 1.267812808E+00 1.283685578E+00 1.301231716E+00 1.322251751E+00
1.200000000E+01 1.204225484E+00 1.218560216E+00 1.229929150E+00 1.243153246E+00 1.256271303E+00 1.271033774E+00 1.287615417E+00 1.306061060E+00 1.328194060E+00
1.216672606E+01 1.207070204E+00 1.220913573E+00 1.232414211E+00 1.245988153E+00 1.259585519E+00 1.274942208E+00 1.292227731E+00 1.311490538E+00 1.334545638E+00
1.233324570E+01 1.210138548E+00 1.223713333E+00 1.235452578E+00 1.249446564E+00 1.263571618E+00 1.279539739E+00 1.297495363E+00 1.317469020E+00 1.341250681E+00
1.249996187E+01 1.213425846E+00 1.226964258E+00 1.239043325E+00 1.253511655E+00 1.268187199E+00 1.284750713E+00 1.303309023E+00 1.323865985E+00 1.348184275E+00
1.266670514E+01 1.216944119E+00 1.230643358E+00 1.243141227E+00 1.258113642E+00 1.273332899E+00 1.290444735E+00 1.309514422E+00 1.330520721E+00 1.355204558E+00
1.283333839E+01 1.220693049E+00 1.234700295E+00 1.247668659E+00 1.263150447E+00 1.278882572E+00 1.296476314E+00 1.315958168E+00 1.337288165E+00 1.362191837E+00
1.300000000E+01 1.224647327E+00 1.239069512E+00 1.252537916E+00 1.268516717E+00 1.284716746E+00 1.302719049E+00 1.322517342E+00 1.344059492E+00 1.369060004E+00
