N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.184870000E-04 9.891000000E-05 8.625900000E-05 7.717100000E-05
1.600000000E+01 1.928157000E-03 1.605013000E-03 1.389805000E-03 1.239225000E-03
1.700000000E+01 2.105540700E-02 1.932401900E-02 1.812090300E-02 1.725899600E-02
1.549996187E+01 5.294680000E-04 4.406630000E-04 3.832040000E-04 3.440380000E-04
1.649996187E+01 6.818748000E-03 5.910524000E-03 5.267755000E-03 4.799961000E-03
1.674996808E+01 1.230687400E-02 1.098092000E-02 1.002059200E-02 9.313439000E-03
1.624993176E+01 3.656425000E-03 3.091640000E-03 2.703429000E-03 2.430804000E-03
1.574996808E+01 1.010660000E-03 8.379070000E-04 7.243710000E-04 6.462970000E-04
1.524993176E+01 2.709580000E-04 2.275470000E-04 1.996740000E-04 1.805930000E-04
