N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.185200000E-05 6.853000000E-05 5.998800000E-05 5.391100000E-05
1.600000000E+01 1.360460000E-03 1.135107000E-03 9.858140000E-04 8.818920000E-04
1.700000000E+01 1.658873100E-02 1.523077700E-02 1.430221700E-02 1.365534900E-02
1.549996187E+01 3.675500000E-04 3.066140000E-04 2.672360000E-04 2.404410000E-04
1.649996187E+01 4.995337000E-03 4.334397000E-03 3.871737000E-03 3.538297000E-03
1.674996808E+01 9.309778000E-03 8.310996000E-03 7.596710000E-03 7.077886000E-03
1.624993176E+01 2.618831000E-03 2.218254000E-03 1.945083000E-03 1.754672000E-03
1.574996808E+01 7.061470000E-04 5.869010000E-04 5.087990000E-04 4.552200000E-04
1.524993176E+01 1.873060000E-04 1.576160000E-04 1.385750000E-04 1.255700000E-04
