N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.721540000E-04 1.434970000E-04 1.249070000E-04 1.114650000E-04
1.600000000E+01 2.724076000E-03 2.268572000E-03 1.963506000E-03 1.749018000E-03
1.700000000E+01 2.607083300E-02 2.397031200E-02 2.249452400E-02 2.141609500E-02
1.549996187E+01 7.638530000E-04 6.353320000E-04 5.520450000E-04 4.952000000E-04
1.649996187E+01 9.178365000E-03 7.974257000E-03 7.113163000E-03 6.481083000E-03
1.674996808E+01 1.593965800E-02 1.425684000E-02 1.302518200E-02 1.210823100E-02
1.624993176E+01 5.065332000E-03 4.289145000E-03 3.751274000E-03 3.371022000E-03
1.574996808E+01 1.446219000E-03 1.198686000E-03 1.035411000E-03 9.228720000E-04
1.524993176E+01 3.929010000E-04 3.297170000E-04 2.890930000E-04 2.612700000E-04
