fname time Tem kT_1 n0 Eefo E_B E_T Tm dev 
B176FE100_T 1317912116 0 555 9.449466047E-05 9.770000000E-01 9.172462789E-13 0.000000000E+00 1.300000000E+00 3.044376818E-03 
B176FE101_T 1317912116 0 555 1.092749983E-04 9.770000000E-01 6.894637718E-13 0.000000000E+00 1.300000000E+00 6.316024917E-04 
B176FE102_T 1317912116 0 555 1.126917935E-04 9.770000000E-01 1.751572237E-13 0.000000000E+00 1.300000000E+00 4.227687688E-04 
B176FE103_T 1317912116 0 555 1.225755482E-04 9.770000000E-01 2.392491631E-13 0.000000000E+00 1.300000000E+00 1.219577728E-03 
B176FE140_T 1317912116 0 555 1.002428743E-04 9.770000000E-01 9.599635799E-13 0.000000000E+00 1.300000000E+00 1.832417262E-03 
B176FE141_T 1317912116 0 555 1.098427479E-04 9.770000000E-01 6.341689152E-13 0.000000000E+00 1.300000000E+00 5.533135232E-04 
B176FE142_T 1317912116 0 555 1.140423464E-04 9.770000000E-01 1.512175348E-13 0.000000000E+00 1.300000000E+00 5.915005919E-04 
B176FE210_T 1317912116 0 555 1.041363985E-04 9.770000000E-01 9.496320412E-13 0.000000000E+00 1.300000000E+00 1.111252913E-03 
B176FE211_T 1317912116 0 555 1.105621262E-04 9.770000000E-01 6.175542782E-13 0.000000000E+00 1.300000000E+00 5.429761680E-04 
B176FE212_T 1317912116 0 555 1.147789852E-04 9.770000000E-01 1.006432158E-13 0.000000000E+00 1.300000000E+00 5.418231710E-04 
B176FE310_T 1317912116 0 555 1.070252998E-04 9.770000000E-01 9.712064109E-13 0.000000000E+00 1.300000000E+00 6.795981408E-04 
B176FE311_T 1317912116 0 555 1.112545414E-04 9.770000000E-01 6.018524802E-13 0.000000000E+00 1.300000000E+00 6.202669568E-04 
B176FE312_T 1317912116 0 555 1.167977265E-04 9.770000000E-01 1.431908229E-13 0.000000000E+00 1.300000000E+00 5.795331708E-04 
B176FE460_T 1317912116 0 555 1.084634750E-04 9.770000000E-01 8.875118807E-13 0.000000000E+00 1.300000000E+00 6.339137276E-04 
B176FE461_T 1317912116 0 555 1.116145781E-04 9.770000000E-01 5.257698341E-13 0.000000000E+00 1.300000000E+00 6.176566274E-04 
B176FE462_T 1317912116 0 555 1.176584562E-04 9.770000000E-01 9.416210411E-14 0.000000000E+00 1.300000000E+00 5.368844920E-04 
B176FE680_T 1317912116 0 555 1.089448734E-04 9.770000000E-01 7.812065728E-13 0.000000000E+00 1.300000000E+00 6.353951467E-04 
B176FE681_T 1317912116 0 555 1.117542072E-04 9.770000000E-01 3.265005748E-13 0.000000000E+00 1.300000000E+00 5.517722476E-04 
B176FE682_T 1317912116 0 555 1.204318268E-04 9.770000000E-01 2.062838390E-13 0.000000000E+00 1.300000000E+00 7.195843948E-04 
