d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.240666283E+00 1.214016775E+00 2.664950800E-02 1.240268985E+00 1.213643960E+00 2.662502500E-02 3.972980000E-04 3.728150000E-04
150 295 1.241426974E+00 1.214823767E+00 2.660320700E-02 1.241077773E+00 1.214482670E+00 2.659510300E-02 3.492010000E-04 3.410970000E-04
150 300 1.242604637E+00 1.216712299E+00 2.589233800E-02 1.242290239E+00 1.216386844E+00 2.590339500E-02 3.143980000E-04 3.254550000E-04
150 305 1.243584377E+00 1.218929342E+00 2.465503500E-02 1.243291825E+00 1.218608319E+00 2.468350600E-02 2.925520000E-04 3.210230000E-04
150 310 1.243531717E+00 1.221322756E+00 2.220896100E-02 1.243249460E+00 1.220995856E+00 2.225360400E-02 2.822570000E-04 3.269000000E-04
150 315 1.240975803E+00 1.223317318E+00 1.765848500E-02 1.240696193E+00 1.222978280E+00 1.771791300E-02 2.796100000E-04 3.390380000E-04
150 320 1.233611333E+00 1.225380037E+00 8.231296000E-03 1.233334890E+00 1.225011900E+00 8.322990000E-03 2.764430000E-04 3.681370000E-04
150 325 1.217188080E+00 1.226651776E+00 -9.463696000E-03 1.216929815E+00 1.226243419E+00 -9.313604000E-03 2.582650000E-04 4.083570000E-04
150 330 1.185634628E+00 1.226184456E+00 -4.054982800E-02 1.185436413E+00 1.225731599E+00 -4.029518600E-02 1.982150000E-04 4.528570000E-04
150 335 1.130197996E+00 1.223033280E+00 -9.283528400E-02 1.130139164E+00 1.222531763E+00 -9.239259900E-02 5.883200000E-05 5.015170000E-04
150 340 1.043246830E+00 1.216090290E+00 -1.728434600E-01 1.043434475E+00 1.215547118E+00 -1.721126430E-01 -1.876450000E-04 5.431720000E-04
180 290 1.238157033E+00 1.211526711E+00 2.663032200E-02 1.237825549E+00 1.211214123E+00 2.661142600E-02 3.314840000E-04 3.125880000E-04
180 295 1.239131813E+00 1.212590377E+00 2.654143600E-02 1.238837770E+00 1.212299550E+00 2.653822000E-02 2.940430000E-04 2.908270000E-04
180 300 1.240373211E+00 1.214507305E+00 2.586590600E-02 1.240104571E+00 1.214219276E+00 2.588529500E-02 2.686400000E-04 2.880290000E-04
180 305 1.241314149E+00 1.216705197E+00 2.460895200E-02 1.241058727E+00 1.216417363E+00 2.464136400E-02 2.554220000E-04 2.878340000E-04
180 310 1.240422875E+00 1.218794313E+00 2.162856200E-02 1.240171039E+00 1.218499514E+00 2.167152500E-02 2.518360000E-04 2.947990000E-04
180 315 1.237444677E+00 1.220587193E+00 1.685748400E-02 1.237189954E+00 1.220280260E+00 1.690969400E-02 2.547230000E-04 3.069330000E-04
180 320 1.229346191E+00 1.221999546E+00 7.346645000E-03 1.229090893E+00 1.221659443E+00 7.431450000E-03 2.552980000E-04 3.401030000E-04
180 325 1.211920849E+00 1.223183425E+00 -1.126257600E-02 1.211682623E+00 1.222800844E+00 -1.111822100E-02 2.382260000E-04 3.825810000E-04
180 330 1.178646406E+00 1.221989687E+00 -4.334328100E-02 1.178469272E+00 1.221560796E+00 -4.309152400E-02 1.771340000E-04 4.288910000E-04
180 335 1.119426179E+00 1.217596125E+00 -9.816994600E-02 1.119392775E+00 1.217121197E+00 -9.772842200E-02 3.340400000E-05 4.749280000E-04
180 340 1.030260081E+00 1.206268075E+00 -1.760079940E-01 1.030470864E+00 1.205770720E+00 -1.752998560E-01 -2.107830000E-04 4.973550000E-04
210 290 1.235024610E+00 1.209111272E+00 2.591333800E-02 1.234735766E+00 1.208841240E+00 2.589452600E-02 2.888440000E-04 2.700320000E-04
210 295 1.236410573E+00 1.210575681E+00 2.583489200E-02 1.236152313E+00 1.210320226E+00 2.583208700E-02 2.582600000E-04 2.554550000E-04
210 300 1.237794135E+00 1.212634462E+00 2.515967300E-02 1.237554891E+00 1.212379357E+00 2.517553400E-02 2.392440000E-04 2.551050000E-04
