d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.244790789E+00 1.218256523E+00 2.653426600E-02 1.244638025E+00 1.218111348E+00 2.652667700E-02 1.527640000E-04 1.451750000E-04
150 295 1.245193344E+00 1.218545965E+00 2.664737900E-02 1.245060028E+00 1.218414292E+00 2.664573600E-02 1.333160000E-04 1.316730000E-04
150 300 1.246211806E+00 1.219992506E+00 2.621930000E-02 1.246093684E+00 1.219868869E+00 2.622481500E-02 1.181220000E-04 1.236370000E-04
150 305 1.247353352E+00 1.221885514E+00 2.546783800E-02 1.247246077E+00 1.221767188E+00 2.547888900E-02 1.072750000E-04 1.183260000E-04
150 310 1.248013331E+00 1.224075340E+00 2.393799100E-02 1.247912776E+00 1.223959319E+00 2.395345700E-02 1.005550000E-04 1.160210000E-04
150 315 1.247136322E+00 1.226021974E+00 2.111434800E-02 1.247039351E+00 1.225905155E+00 2.113419600E-02 9.697100000E-05 1.168190000E-04
150 320 1.243188288E+00 1.228122764E+00 1.506552400E-02 1.243093885E+00 1.227999052E+00 1.509483300E-02 9.440300000E-05 1.237120000E-04
150 325 1.233186613E+00 1.229599503E+00 3.587110000E-03 1.233097435E+00 1.229464643E+00 3.632792000E-03 8.917800000E-05 1.348600000E-04
150 330 1.212937181E+00 1.229694136E+00 -1.675695500E-02 1.212862996E+00 1.229545724E+00 -1.668272800E-02 7.418500000E-05 1.484120000E-04
150 335 1.175464185E+00 1.227676353E+00 -5.221216800E-02 1.175425664E+00 1.227511010E+00 -5.208534600E-02 3.852100000E-05 1.653430000E-04
150 340 1.112512964E+00 1.222190490E+00 -1.096775260E-01 1.112543829E+00 1.222007277E+00 -1.094634480E-01 -3.086500000E-05 1.832130000E-04
180 290 1.243287728E+00 1.216723658E+00 2.656407000E-02 1.243153246E+00 1.216595586E+00 2.655766000E-02 1.344820000E-04 1.280720000E-04
180 295 1.243847800E+00 1.217196788E+00 2.665101200E-02 1.243730107E+00 1.217080402E+00 2.664970500E-02 1.176930000E-04 1.163860000E-04
180 300 1.244939306E+00 1.218604640E+00 2.633466600E-02 1.244834469E+00 1.218494932E+00 2.633953700E-02 1.048370000E-04 1.097080000E-04
180 305 1.246144643E+00 1.220496048E+00 2.564859500E-02 1.246048374E+00 1.220390301E+00 2.565807300E-02 9.626900000E-05 1.057470000E-04
180 310 1.246204383E+00 1.222414435E+00 2.378994800E-02 1.246112982E+00 1.222310045E+00 2.380293700E-02 9.140100000E-05 1.043900000E-04
180 315 1.245371182E+00 1.224265913E+00 2.110526900E-02 1.245281553E+00 1.224159258E+00 2.112229500E-02 8.962900000E-05 1.066550000E-04
180 320 1.241535827E+00 1.225777942E+00 1.575788500E-02 1.241446985E+00 1.225663212E+00 1.578377300E-02 8.884200000E-05 1.147300000E-04
180 325 1.232006987E+00 1.227357358E+00 4.649629000E-03 1.231921544E+00 1.227230725E+00 4.690819000E-03 8.544300000E-05 1.266330000E-04
180 330 1.212466617E+00 1.226973251E+00 -1.450663400E-02 1.212393475E+00 1.226831981E+00 -1.443850600E-02 7.314200000E-05 1.412700000E-04
180 335 1.174886038E+00 1.224106150E+00 -4.922011200E-02 1.174845224E+00 1.223947591E+00 -4.910236700E-02 4.081400000E-05 1.585590000E-04
180 340 1.114425400E+00 1.216052435E+00 -1.016270350E-01 1.114447622E+00 1.215879001E+00 -1.014313790E-01 -2.222200000E-05 1.734340000E-04
210 290 1.241080463E+00 1.215275408E+00 2.580505500E-02 1.240957190E+00 1.215158035E+00 2.579915500E-02 1.232730000E-04 1.173730000E-04
210 295 1.242005424E+00 1.216050653E+00 2.595477100E-02 1.241897428E+00 1.215943547E+00 2.595388100E-02 1.079960000E-04 1.071060000E-04
210 300 1.243248656E+00 1.217547199E+00 2.570145700E-02 1.243152014E+00 1.217446209E+00 2.570580500E-02 9.664200000E-05 1.009900000E-04
210 305 1.244538051E+00 1.219458765E+00 2.507928600E-02 1.244448743E+00 1.219361614E+00 2.508712900E-02 8.930800000E-05 9.715100000E-05
210 310 1.245245487E+00 1.221505153E+00 2.374033400E-02 1.245159698E+00 1.221406636E+00 2.375306200E-02 8.578900000E-05 9.851700000E-05
210 315 1.244391707E+00 1.223199625E+00 2.119208200E-02 1.244306732E+00 1.223097968E+00 2.120876400E-02 8.497500000E-05 1.016570000E-04
210 320 1.240704781E+00 1.224913250E+00 1.579153100E-02 1.240619368E+00 1.224804674E+00 1.581469400E-02 8.541300000E-05 1.085760000E-04
210 325 1.231487918E+00 1.225836779E+00 5.651139000E-03 1.231404239E+00 1.225715646E+00 5.688593000E-03 8.367900000E-05 1.211330000E-04
210 330 1.212743358E+00 1.225072632E+00 -1.232927400E-02 1.212669305E+00 1.224936070E+00 -1.226676500E-02 7.405300000E-05 1.365620000E-04
210 335 1.178313165E+00 1.221989992E+00 -4.367682700E-02 1.178266218E+00 1.221834807E+00 -4.356858900E-02 4.694700000E-05 1.551850000E-04
210 340 1.120387792E+00 1.213380242E+00 -9.299245000E-02 1.120396887E+00 1.213208351E+00 -9.281146400E-02 -9.095000000E-06 1.718910000E-04
240 290 1.240743047E+00 1.214522048E+00 2.622099900E-02 1.240626991E+00 1.214411344E+00 2.621564700E-02 1.160560000E-04 1.107040000E-04
240 295 1.241589093E+00 1.215155688E+00 2.643340500E-02 1.241487347E+00 1.215055690E+00 2.643165700E-02 1.017460000E-04 9.999800000E-05
240 300 1.242908059E+00 1.216670423E+00 2.623763600E-02 1.242816746E+00 1.216575995E+00 2.624075100E-02 9.131300000E-05 9.442800000E-05
240 305 1.244324722E+00 1.218610714E+00 2.571400800E-02 1.244239852E+00 1.218518870E+00 2.572098200E-02 8.487000000E-05 9.184400000E-05
